	KMV_362	KMV_364	KMV_370	KMV_372	KMV_373	KMV_375	KMV_377	KMV_380	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_401	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_415	KMV_416	KMV_417	KMV_418	KMV_421	KMV_424	KMV_425	KMV_428	KMV_429	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_456	KMV_457
m_1442	-1.326826162	0.21623632	0.055604769	-0.043558747	-1.380849008	0.354326921	-0.311132665	0.303646987	-0.272787711	-1.144198905	0.018157737	-1.147890261	0.115945804	-0.15480539	-1.319231439	-1.109341256	0.23725208	0.091383229	-1.22178026	-0.164452425	0.013759322	-1.224161439	0.010989219	-1.278028245	0.190015058	0.027030459	0.074822377	-1.233015304	0.208908547	-1.157848031	-1.141426468	-0.384755015	-0.476624695	-1.119069854	-0.406770988	0.017160387	-1.460365436	0.088665351	-0.002060377	-1.213995822	-0.455217095	-0.419748277	-1.284004902	0.229153684	-1.38193936	0.300577164	0.05229815	-1.218686126
m_1489	-0.226558774	-0.250910452	-0.240425345	0.649160958	-0.000192591	-0.006361736	0.43825018	-0.250852928	-0.316081027	-0.447275351	-0.334273074	-0.226840026	0.358904168	0.249582193	0.040766826	-0.054254281	0.326239785	0.724496822	0.546256801	-0.34107594	-0.205034343	-0.140122731	-0.224037375	-0.273117791	-0.059420768	-0.071577384	-0.059431331	-0.056793393	-0.160444001	-0.510069358	0.285594034	-0.15473609	-0.341795561	-0.265422946	-0.017750316	-0.053747807	0.140845026	0.392678139	-0.043969958	-0.116076759	-0.471291923	0.201055206	0.173311608	-0.397763064	0.779356628	-0.020589658	-0.036036629	-0.151673958
m_1518	0.736357816	0.280405518	0.389963614	1.727290719	0.68567861	0.852752873	0.580202978	0.727398472	0.499324802	0.297884984	0.253217676	0.971154605	0.953118564	0.496333227	1.446317173	0.648146659	0.687225172	1.105191175	0.77123051	1.027757414	0.658118856	1.082196863	1.149020966	0.917791436	0.946855566	0.751096977	0.670961055	0.74570253	0.670680111	0.690568384	0.680370458	0.755490052	0.915946273	0.564993453	0.909930992	0.582756679	1.024468339	0.966643803	1.162301537	1.097856042	1.082055433	0.668041634	1.528807376	0.659096705	0.965435787	0.839124573	0.881623906	0.621567767
m_1526	-1.180504664	-0.186425154	0.156839251	-1.414344605	-0.750247384	-0.220380489	-0.192263575	-0.962847782	-0.50144821	0.05080824	1.091644436	-1.403375558	-0.144617363	-0.023943246	-2.275752751	-2.065948138	0.318481618	-0.478535704	0.125688568	0.295554964	0.049393503	0.160231376	-0.729992439	-0.766263731	0.305395042	0.322725734	-0.191357278	-0.903571108	0.462213986	0.870271465	0.331553557	0.298846426	0.974337026	0.040460346	0.237072987	0.356164852	-0.924136936	0.547780341	0.742574938	0.140874239	-2.325293013	0.457362118	-0.334052181	0.516833873	-1.000456725	0.123185357	-0.140048885	-0.070409876
m_1537	-0.744542935	-2.119192437	0.195418767	-1.383866863	-1.083407905	-0.232730738	-0.61549207	-0.251345333	-0.364186418	0.252208269	0.367126158	-1.086862857	0.346093547	-0.499691561	-2.143928937	-0.953835819	-0.482524051	-0.649174796	-0.822858356	-0.717063689	-2.132233032	-2.048885342	-0.838958389	-0.708257762	-0.948797695	-0.600783736	-0.7398447	-1.06583594	0.589312962	-1.257255555	0.070558524	-0.239693897	-0.092134054	-0.184027331	-0.159189011	0.090860547	-0.625583209	-0.155809265	-1.117850644	-1.119379112	-1.021558937	-0.042669453	-0.37214935	-0.479003477	-1.264261228	0.40099348	-0.504552865	-0.235073416
m_1539	-0.500657763	-0.148062241	0.915902295	-0.798952688	-0.43914012	0.161162637	-0.248434099	-0.351452141	-0.110249432	0.210369665	0.427539665	-0.655689238	0.312753495	-0.21352203	-1.279588862	-0.297677507	-0.036013165	0.014201767	-0.045662384	-0.077734908	-0.507092184	-0.559450187	-0.223100576	-0.446316674	-0.202982949	-0.252593346	-0.232749068	-0.540360243	0.714737337	-0.478845113	0.439762589	0.036566587	0.050850681	0.297553771	0.423589133	0.475988025	-0.439317281	0.291327555	-0.487654113	0.270841359	-0.793369021	0.38328289	0.445795193	0.334484376	-0.652044691	0.330388022	-0.108349983	0.157026223
m_1547	-0.282816074	-0.271061485	-0.155595758	1.849501843	0.286722233	-0.095873599	-0.150923218	-0.319486969	-0.008673516	-0.770137587	-0.36357206	-0.070466033	0.071892795	-0.472447722	0.555275749	-0.386795406	-0.170877744	0.377433455	0.338287674	0.461431473	-0.181371262	-0.039471456	0.419906626	-0.338505148	0.320180124	-0.24247372	-0.274993649	-0.772118333	-0.404052951	-1.678716987	-0.963333972	-0.299520042	0.317784008	-0.395454387	-0.171139772	-1.724968933	0.604939751	0.422268193	0.72805623	0.281088583	0.431485621	-0.098062018	0.567191243	0.04617767	0.088198119	0.076176743	-0.108693392	-1.739552453
m_1628	-0.016794286	-0.024449739	0.925577246	-0.175883561	0.365558632	0.050754622	0.055512755	0.135489167	0.313159924	1.457377149	-0.051604066	-0.220975387	-0.349445033	0.081540391	-0.156410132	0.325218202	0.061032975	0.491718666	0.400487233	-0.117437333	-0.202079304	-0.360860595	0.088186429	0.463748117	-0.261096781	0.346568699	-0.362268256	0.484945652	1.14592964	-0.489900151	0.81210014	0.411835928	0.117478571	0.098899985	-0.030662255	-0.479163335	-0.248132285	0.570124663	0.427364511	-0.047213646	-0.201604859	0.488937413	-0.217632037	0.115909214	-0.559945587	0.223944197	-0.351152041	-0.029243079
m_1629	-0.283680292	-0.434472246	0.147096252	-0.499118517	-0.433273862	-1.853117494	-1.854850615	-0.627452738	-0.151663607	0.823565486	-0.402117948	-1.769141609	-0.932243311	-0.926180314	-0.597582011	-0.10607436	-0.637319617	-0.125532977	0.033881216	-0.748312113	-0.706256375	-1.845407406	-0.483287857	0.359998964	-1.830563777	0.027358671	-1.729300838	0.513115635	0.192548647	-1.779098778	-0.23618645	-0.46300671	-0.387740279	-0.691635918	-1.785892447	-0.908841431	-2.081575666	-0.37001534	0.091750915	-0.871201539	-1.990035875	-0.292283206	-0.77630257	-0.892787348	-2.003165927	-0.158152055	-0.543546751	-0.669489524
m_1648	-0.671270587	-0.813773754	-0.694027969	-0.591518	-0.415082118	-1.905005041	-1.906738119	-1.378313507	-1.921812673	-0.050891448	-1.785541093	-1.821030884	-1.007771419	-1.204289172	-0.775659313	-0.499686069	-1.879355167	-0.289121377	-0.351475734	-1.823750674	-0.886405225	-1.89729514	-0.962842356	-0.226952199	-1.882451855	-1.940090989	-1.781190726	-0.213415021	-0.303481591	-1.092278602	-0.511183655	-0.467309224	-1.889718523	-1.79221252	-0.968553976	-0.624616197	-1.172207779	-0.039172284	-0.21444924	-1.887130593	-2.041918688	-0.488656943	-1.95713119	-1.818535933	-0.869592233	-0.238228349	-1.966108906	-1.891820409
m_2029	0.474688871	0.801833767	0.718902112	0.759743176	0.486127601	1.200285457	1.132690469	0.597075256	1.252547196	0.430012619	0.799686243	0.705089877	0.716812203	1.326724564	0.408325067	0.726389808	1.301649159	0.614922422	0.558249505	0.782580014	0.499210104	0.627064371	0.561575324	1.315204983	0.593764766	0.818517691	0.638240699	1.268850068	0.821135312	1.417310114	1.347088055	1.378497415	0.834435543	1.094308909	0.634004603	1.158161316	0.512874321	1.501642193	1.081534443	0.30001595	0.396400604	1.468156257	0.1053047	0.686143679	0.714478359	1.011484535	1.104741506	1.714446391
m_2050	0.715917888	-0.16602072	-0.086790562	0.47849267	0.082954505	0.364837867	-0.497656964	-0.052633337	0.405675395	-0.313059313	-0.113001615	-0.239754179	0.027266459	-0.112487664	0.337851435	0.277255013	-0.023201811	2.381774452	-0.027005365	-0.752290376	0.437964813	-0.08600366	0.015472463	0.233881029	0.72429647	-0.007882515	-0.516665349	0.203327886	0.147136	-0.527078745	-0.187654131	-0.24029342	-0.05381183	-0.036552564	0.339017875	-0.408246462	0.21685302	0.051672192	0.329606659	0.437408544	0.334092413	-0.432623733	0.816562135	-0.188593875	0.680068864	-0.130958934	0.087392784	-0.584143413
m_2051	1.427993281	1.849246926	1.772094187	1.691784038	1.522921551	1.704506222	1.609582569	1.872878357	1.410979768	1.874094845	1.790659454	1.360027026	1.666478405	1.812601271	1.945135286	1.827749441	1.987730732	1.324986691	1.437306949	2.029121809	1.785366777	1.981898132	1.53814852	1.460938059	1.937718154	1.459689604	1.945611287	1.483865632	1.916854256	2.066087664	1.717866239	1.596298403	1.360434918	1.872058551	1.805354713	2.074934723	1.399898815	1.95200319	2.006225099	1.667152973	1.649531319	1.883501103	1.703856531	1.595610772	1.378136366	1.653609062	1.361588486	1.528944259
m_2053	2.443086848	2.671668958	2.59395618	1.850779954	1.869887764	2.519862016	2.256793281	3.177164011	1.555234085	2.624486608	2.652697568	1.840943106	2.476921805	2.560037598	2.510828346	2.525800158	2.751936254	0.298323755	1.625513299	2.822668138	2.689582654	2.221659539	2.231395853	1.619086951	2.727315306	1.842296248	3.028510437	1.464088937	2.681203732	2.784112189	2.320855162	2.708776257	2.570492598	2.084637747	2.587347322	2.724143597	1.032369967	2.562290823	2.505311808	2.718596926	1.533864489	2.559221814	2.732447526	2.682761461	0.504636427	2.399171544	2.360134256	2.262394358
m_2054	-0.37277609	0.048768053	-0.36039726	4.14E-05	-0.288102996	-0.221477505	-0.060676318	0.193817926	-0.564387203	-0.270855383	0.085090171	-0.475812681	0.239651513	0.294933692	-0.176573088	-0.465972071	0.180594054	-0.773193775	-0.726234718	0.169078849	-0.120166791	-0.154405406	-0.120799829	-0.532379897	-0.194642611	-0.27066243	-0.091314043	-0.599488396	0.130638452	0.457067618	-0.533058432	0.315780863	0.116463655	-0.055108922	0.059083048	0.367638569	-0.638850536	0.304268201	0.158711844	-0.338957041	-0.54413086	0.056097386	-0.472073665	0.127117705	-0.819564877	0.032019525	-0.259073401	-0.113177535
m_100000007	0.377105417	0.166349354	0.437528736	0.261152587	1.006797658	0.392926098	0.440425738	0.3972616	-0.012276202	-0.021477979	0.23022232	0.768553691	0.306910088	0.936121186	0.155384004	1.00178964	0.409747876	0.168464074	0.532927118	0.188030713	0.361818409	1.552214348	0.067429312	0.402658132	0.242353727	0.81605371	0.058788415	0.063034996	0.737769215	0.021130061	0.33087444	0.280093181	0.074354282	0.343481596	0.457512366	0.04084669	0.055548498	0.402950483	0.050868224	0.658611019	0.169437527	0.624987478	0.044591327	0.209749279	0.249609341	0.575522286	0.015005157	0.445620582
m_100000008	1.169053831	0.404481495	0.878318353	0.168933137	0.869581378	0.544884927	0.322522619	0.97859777	0.710730738	0.904516276	0.942720172	0.219880126	0.689249272	0.334385181	0.681953247	1.180540618	0.272431345	0.536737393	0.553979706	0.195634225	0.80044092	0.982472564	0.608723227	0.91322628	0.809624095	0.732233686	0.630050125	0.535011237	1.027151628	0.101476458	0.012268632	0.058958804	0.336589898	0.473952622	0.419953244	1.376644579	0.557731658	0.515258496	0.203068395	0.96113946	0.185530019	0.38760689	0.668394881	1.19413007	0.08711676	1.139223668	0.389426186	0.114930233
m_100000010	1.719939358	1.791843992	1.781823163	1.771045282	1.957817044	1.871294536	1.716343397	1.973871765	2.03212382	2.440259897	2.618291161	1.403299736	2.229904307	1.779835135	1.593688547	2.036916639	1.691754395	2.00812652	1.270778068	1.788333783	1.919459213	2.240521083	1.893603245	1.412646308	1.84142357	1.934336215	1.70613337	1.41568483	1.732101943	2.056490472	1.880921772	1.785167813	1.615233708	1.800336349	1.787765498	1.924966893	1.956383311	1.824703986	1.728271116	1.889037282	1.771455961	1.961343433	1.58765284	1.787101446	1.128674702	2.496921371	1.904121574	1.89982498
m_100000011	0.336471664	1.051002437	0.56432887	0.949195364	0.585914969	0.797322742	1.238479799	0.309864165	1.101410237	0.075039825	0.626766789	0.412363351	0.534259099	1.197600007	0.356595051	0.106327568	1.259160261	1.074337673	0.006104604	1.128402306	0.901818995	-0.027063516	0.978849418	0.045006415	0.733552073	0.581620047	0.891644556	0.019153665	0.477981189	1.717335773	1.332018811	1.269362084	0.938596769	1.320362394	1.187416853	1.302016232	1.110224101	1.287427231	1.090294254	0.449010772	1.254190572	1.164179082	0.702074266	0.913861297	-1.080134283	1.102326622	0.955997014	1.572908889
m_100000013	-0.261992268	-0.320053701	-0.444907439	-1.556739188	-0.402593892	-0.663981755	-0.355403418	-1.003835385	-1.54735522	-1.442873754	-1.411073147	0.49938317	-0.364824035	-1.528775734	-0.554887139	-0.298465705	-0.528551623	-1.474464833	-0.821488279	-0.351402205	-0.377020019	-0.536853822	-0.507522204	-0.669085677	-0.418014495	-1.565635512	-1.406722542	-1.531689014	-0.437634327	-0.405420214	-1.440101346	-0.32019974	-1.515257976	-0.419123039	-0.173443074	-0.368652207	-0.354308984	-0.585393373	-0.421706979	-0.326618481	-1.667477863	-0.439305638	-0.664066063	-0.498440662	-1.680609724	-0.019477731	-0.457515626	-0.321132977
m_100000016	0.205826078	0.49420725	0.213970482	0.425689545	0.192348894	0.588243599	0.514634379	0.239666752	0.564503476	0.159425972	0.540333254	0.221430531	0.318270891	0.651881175	0.029679988	0.269307785	0.649347537	0.313693295	0.152507563	0.311071741	0.494191937	0.3005361	0.268339466	0.655652661	0.329871652	0.597627454	0.38845851	0.615655688	0.13376442	0.968444121	0.742689263	0.681338891	0.101280743	0.460901046	0.360764328	0.744304974	-0.128969278	0.824805458	0.714384254	0.083076606	0.197632591	0.786607978	-0.37759293	0.517134143	0.542830717	0.511376692	0.698694501	0.805130537
m_100000036	-0.962594445	-0.237026807	-0.600561667	-0.251074757	-1.124974524	-0.679346265	-0.127892497	-0.248756452	-1.034965842	-0.932297569	-1.623977404	-1.659468558	-1.027077567	-0.299989246	-1.054144036	-0.694564683	0.295855145	-0.826255868	-1.733355554	-0.011920746	-0.645808312	-0.751092665	-1.869275703	-1.789600461	-0.820266846	-1.778535264	-0.310541499	-1.744590045	-0.908116436	-0.077750041	-0.478732887	-0.005836076	-0.064392185	-0.374184129	-0.97725831	-1.715678015	-1.971919907	-0.755809916	-0.62080162	-0.461401744	-0.351050759	-0.512091998	-1.795576742	-1.656973504	-0.998306834	-0.492283336	-0.821854709	0.258430369
m_100000039	1.559452564	1.494456869	1.220208016	1.73024608	1.065748821	1.677408012	1.708271482	1.445343726	1.631551015	1.232223936	1.105128087	1.146888953	1.550958424	1.468764539	1.390518334	1.122895337	1.703929659	1.414551893	0.974043159	1.502988097	1.097995442	0.867369097	1.213032237	0.747140113	1.385986515	1.180757147	1.240111826	0.59225516	1.216647902	1.70364087	1.703695713	1.732931876	1.571394048	1.752739339	1.570357204	1.693524408	1.348058192	1.362365877	1.69475512	1.121194501	1.93756783	1.721464475	1.405194628	1.534803082	1.339104671	1.604834775	1.565759828	1.87781676
m_100000042	-2.21383146	-0.727595017	-2.196256505	0.262501383	-0.270831586	-0.835652369	-0.659069737	-1.592261339	-0.413803425	-1.332336514	-1.999468141	-0.813205573	-1.410549839	-2.117144425	0.462975877	-1.996411945	-2.093268953	-0.014453028	0.019666837	-0.579594664	-0.31478385	-0.649937313	-0.390479519	-0.144184852	-0.594768674	-0.487179541	-1.995118261	-2.120056855	-2.164983693	-1.111078796	-2.028491111	-2.059141956	-0.312841661	-1.034436648	-2.051701801	-0.348407862	-0.342997942	-1.992054724	-0.028256546	-1.277262583	0.341381497	-1.2275635	-1.446367584	-2.032458954	-2.268914807	-0.542486411	-0.551119066	-0.493086476
m_100000044	-0.618334907	-1.599829907	-2.534061233	-0.348803038	-0.640689024	-2.456827369	-0.693654085	-1.930406217	-1.095480824	-2.369260595	-2.337488863	-1.280591779	-1.786910811	-2.455059767	-0.426474618	-2.334434715	-2.431210514	-0.517192862	-0.165473599	-1.277846692	-0.758982301	-1.750456132	-0.750694806	-0.01819778	-2.434303419	-1.007602233	-2.33314189	-0.797689393	-1.491128799	-2.382895826	-2.366490876	0.532420431	-0.537723829	-2.344154952	-2.389682672	-1.511774602	-0.467115253	-2.330080366	-0.839253241	-2.438976338	-0.658050093	-2.343803038	-2.508873147	-2.37045563	-0.421986109	-2.414547863	-0.901949712	-2.443660195
m_100000054	0.654009538	-2.177956443	-2.192706536	0.020810224	-0.251920829	-2.115363647	-2.117096393	-1.588709895	-1.43326723	-2.027712176	-1.995917235	-0.653694518	-2.174795985	-2.113593976	1.268660003	-1.11642968	-2.08971839	-0.141547672	0.791101325	-0.927608708	-2.190995731	-0.575078908	-1.059628337	-0.152749556	-0.443675704	-1.398359852	-1.991567343	-0.32215038	-1.102061511	-1.036943104	-2.024940296	-0.76938133	-0.94805511	-2.002587916	-1.070491856	-1.172121596	-0.341330257	-1.988503797	0.061487628	-2.097492473	1.10462332	-2.002235756	-2.167478554	-1.170326655	0.028694887	-2.073038986	-1.075419291	-1.397846522
m_100000096	-0.228269011	-0.223466557	-0.669678387	-0.003420317	-0.017497197	-0.086010114	-0.232760561	-0.057837209	0.084144502	-0.466155634	-0.150617593	0.287858635	-0.11861003	-0.142939007	0.023337881	-0.388789544	0.024887401	-0.285007109	0.24474202	-0.136957787	-0.139118767	-0.567765336	0.134334278	0.587422213	-0.191500292	0.143013295	-0.479979287	0.513242365	-0.032162727	-0.2598163	0.07621918	-0.172952344	-0.401204987	-0.037340336	-0.253271079	-0.210046606	-0.072383175	-0.464200434	-0.467221895	-0.520070807	0.150625409	-0.04925038	-0.207039203	-0.390722299	-0.420065793	0.027040112	0.068971689	0.220195342
m_100000098	-0.951946428	-0.425402	0.105372786	-0.773444946	-1.046972592	-0.694255645	-0.539936925	-0.317394702	0.443053152	-0.261480129	-0.634280912	-0.874003933	0.567182956	0.811195057	0.120837901	-0.397097454	-0.096775426	-0.744799109	-0.846655486	-0.114784953	-0.383411874	-0.28682838	-0.746891375	-0.901490415	0.529939928	-0.854927523	0.039136795	-0.608242885	-0.508476167	0.957087224	0.578005052	-0.416110858	-0.180279091	0.825945193	-0.350110606	-0.127143342	-0.540212081	-0.364979634	0.001663717	-0.210503206	-0.539420044	-0.391758098	-0.636026294	-0.353696277	-1.145599224	-0.502119354	-0.561333125	0.991649601
m_100000101	-0.181356508	0.123835567	-0.36180316	0.080268376	-0.032476925	0.419562602	0.165489517	-0.158091588	0.320035235	0.025764277	0.111277507	-0.184189321	0.016070843	0.310770778	-0.484192335	-0.068742051	0.308743894	0.192003653	-0.405002931	0.126456967	0.141652337	-0.002317943	0.032772833	-0.03176973	-0.1109834	0.202814899	0.102852805	-0.05141929	-0.441399981	0.616876413	0.517689709	0.354944052	0.02722957	0.247890165	0.048613752	0.341772571	-0.271563953	0.49125398	0.002039468	-1.382589834	-0.232287933	0.400002751	-0.75363147	0.169690838	0.203338522	0.182919503	0.253521587	-1.38728011
m_100000103	-1.401686368	-1.260834937	0.089355975	-1.272090257	-0.690713103	-0.837851604	-1.382328605	-0.743926787	-0.234426116	-0.774634766	-2.131945612	-2.1674252	-0.264479519	-2.249598217	-2.338665379	0.420983738	-1.323794042	-0.813775687	0.617765113	-2.170144138	-0.793904411	-2.243660989	-0.748812019	-2.297494164	-2.228824054	0.729153921	0.263271213	-0.06851584	0.211515327	-2.177379023	-2.160963874	-2.191609015	-0.372006776	-0.053722829	-2.184170319	-2.223611999	-2.479630113	-2.1245333	-1.442089003	-0.732789512	-2.388193603	-1.439364401	-2.30346655	-0.725154644	-1.023321596	-2.209053054	-1.379306014	-2.238188651
m_100000110	-0.736558609	-0.622601196	-1.032048866	-0.463453871	-1.092661272	-0.800279099	-0.270705711	-1.563759102	-0.194018599	-2.002765584	-1.970969983	0.32984496	-2.149854083	-0.709333962	-0.702123343	-1.96791372	-0.599216415	0.661168133	0.368862515	-0.659613951	-2.166054566	-1.058693493	-0.846698083	-0.686867697	-0.944134089	-0.617624526	-0.865479161	0.085766227	-0.954114983	-0.059936486	-1.301061335	-0.417343466	0.401262861	-0.140441617	-0.067917168	0.031492675	1.420264572	-0.415682488	0.601168103	-2.072547716	0.750331567	-0.62013733	1.019424676	-0.648534347	0.535741227	-1.027801984	-1.397693959	-0.551728734
m_100000115	0.257041223	0.639232877	0.964025435	0.469098134	0.665232493	0.828301259	0.797599956	0.753123501	0.813494733	0.129878745	0.494362154	0.017492552	0.8473494	0.645382524	0.9375318	0.200796763	0.465244954	0.578550886	0.72830666	0.636535371	1.158551559	0.579732429	0.741970425	0.362338697	1.29062985	0.689996395	1.176352065	-0.124551992	0.672047743	0.91268481	0.622200472	0.57696347	0.660395635	0.876731515	1.017843126	0.801843096	1.325599657	0.665095428	1.136036415	0.883156425	0.356624038	0.645364187	0.509012376	1.245921309	0.334486525	0.5286849	1.192012181	0.629404268
m_100000125	0.719945524	0.866121842	0.569545269	0.689036426	0.111339547	0.736493647	0.565620358	0.909652681	0.657230222	0.655109496	0.129907448	0.267422845	0.63228394	0.800908352	0.048181082	0.306142722	0.756586802	0.54531523	-0.249148539	0.298025479	0.379873457	0.374164336	0.223936667	-0.487023013	0.156222433	-0.137822887	0.841063169	0.283027925	0.668827339	0.225554431	0.940760524	0.598388244	-0.099165995	0.91797317	0.864510834	0.473986943	-0.623616361	0.308833778	0.277521092	0.748583995	0.263908893	0.942410987	-0.237241465	0.490036158	-0.173521992	-0.49976482	0.343680471	0.718897471
m_100000135	1.11886485	1.322433534	1.176335774	1.031341017	0.441352798	1.38754249	1.346765563	1.415956749	1.508590757	0.773783976	0.722049011	0.233340577	1.279096626	1.250049774	1.156075519	0.211802066	1.304652091	0.796445752	0.259341123	1.428672752	1.732488825	0.939021961	0.806949097	-0.963040272	1.6594102	0.322638144	1.159327281	-0.259499018	0.899829868	1.126500548	1.080157061	1.465161324	1.351996396	1.056666042	1.315544832	0.86081459	-0.36427688	0.847810453	0.987919045	1.441446869	1.133051562	1.231616849	0.72396099	1.041715089	0.457854238	0.543418393	1.530349492	1.652273485
m_100000257	0.498900406	0.555959708	0.950456357	0.649807854	0.664928771	0.854071246	0.490412722	1.140297126	0.686980473	1.31608674	0.701652227	0.712708196	0.76330303	0.704489358	0.57421154	0.700698096	0.286102027	0.732107806	0.568863155	0.475288081	0.567042217	0.889071831	0.708088834	0.526803911	0.476665046	0.732224386	0.710936178	0.675177076	0.525881503	-0.274851492	0.457935625	0.272499471	-0.003994403	0.498088454	0.149045728	0.11335604	0.407093715	0.314180242	0.493052925	1.155199147	0.245419694	0.765400057	0.480328417	0.708409661	-0.061953928	0.668436719	0.493129149	0.1300928
m_100000258	0.193801983	0.171460723	0.541523849	0.205309548	0.644541997	0.667155122	-0.25947019	0.403639022	0.575660818	0.725073986	0.616798326	-0.116662479	-0.337438801	1.01023062	0.138626402	0.599145149	0.236377884	0.304043756	0.47444148	0.555950551	0.75049942	0.451729842	-0.284180172	0.145358464	0.40810676	0.505670276	0.500020578	0.013613031	0.271008514	0.6687354	0.753798247	0.710026638	0.318823081	0.493826271	0.60977075	0.67020389	0.188091529	0.844132745	-0.508602936	0.054414677	-0.413469638	0.835409089	0.392722319	0.72631239	0.10882096	0.528607374	0.369345199	0.789305939
m_100000263	-0.283639938	0.018222496	0.267676595	-0.268811368	-0.054825891	0.024832265	-0.280434822	0.365406225	-0.19462004	0.269650207	0.3454623	-0.19181702	0.164457261	0.044593172	-0.05521832	0.19596145	-0.04925832	-0.059226352	0.041504626	-0.217405202	-0.154703463	0.531005392	-0.18359256	0.273165892	0.105802182	-0.003302117	0.024276071	0.546348207	0.310907672	0.052109388	-0.126918758	-0.177873316	-0.192464891	-0.086377399	-0.051409102	-0.102376481	-0.081914829	0.059128503	-0.084621968	0.241247248	-0.67112862	0.05833927	-0.377701445	-0.013589573	-0.546594205	-0.137235381	0.05791114	-0.249053586
m_100000269	-0.433985756	-0.489946715	-0.09139582	-0.572960309	-0.562845591	-0.203577517	-0.659177759	-0.884634214	-0.517693899	-0.137598533	-0.576625558	0.837248792	0.175308037	-0.214340517	-0.100022781	-1.98775056	-1.001891265	0.109489292	0.333512652	-1.105538451	-0.817767993	-0.434945758	-0.06770645	1.059854872	-2.087704596	-0.160044351	-0.363013277	1.067256256	-0.318167763	-0.408457924	-0.338144598	0.1641054	-0.569426652	-0.237317481	-0.319876806	-0.371213975	0.120849321	-0.646467236	0.335303418	-0.250674232	-2.247132456	-0.260847327	0.453836152	-0.400430497	0.944030269	-0.446740023	-0.445479239	-0.332253214
m_100000275	-0.986007903	-2.164282543	-0.727329999	-2.127874201	-2.250604521	-2.101688385	-2.103421163	-1.575030916	-2.11849301	-0.329249396	0.294245474	-0.677353151	-0.624542132	-0.042546221	-2.18901715	-0.128178057	-2.076042674	-1.34669706	0.578548019	-2.020445682	-1.190362119	0.449783548	-0.978104671	0.630337886	-1.277143056	-0.272295966	-0.306020716	0.523755903	-0.675595721	-2.027682018	-2.011263645	-2.041915008	-2.086404406	-1.988911003	-2.03447472	-2.073925499	-0.05108041	-1.974826731	-2.034452474	0.235284359	-2.23856921	-1.988558838	-0.100070064	-0.707430114	-1.192566987	-2.059363002	-2.162780109	-2.088505954
m_100000276	0.046773062	0.083851294	0.176070324	-0.508373786	0.377362846	0.260141694	-0.378688283	0.635843037	0.010428288	0.458335438	0.931881082	-0.356777056	0.600789774	0.984263268	-0.666750243	0.360483064	-0.332487126	0.275812862	1.197141203	-0.715777515	-0.124737884	0.828234472	0.042544065	-0.23790375	-0.09427389	0.711392809	0.560000281	0.187060257	0.291787272	-1.899715296	-0.139495836	-1.215004992	-0.583989238	-0.335552588	-0.578350994	-0.683636959	0.252704941	-0.19702846	-1.906486382	0.669764517	-0.449130176	-0.032364901	0.03002609	0.293496777	-0.613111712	-0.551817224	-0.676217287	-0.929189524
m_100000282	0.793265263	1.11660303	0.879377712	1.041221338	0.164038196	0.969676285	1.130937961	1.339854093	1.069759892	0.881283366	0.92208637	0.224863004	0.81725895	1.084834502	0.456394055	0.739771693	1.408256968	0.430811256	0.467215999	0.8371295	0.947336494	0.783066221	0.632370256	0.176874581	-0.586142343	0.765098353	1.197657104	0.370788457	1.037862053	1.264705163	1.173755986	1.410694811	1.200094352	1.322366231	1.123332496	1.093969246	0.522026015	1.267898704	0.898750694	0.848062524	0.712905506	1.28818292	0.802077542	0.687184379	-0.059796393	1.320475653	0.848045997	1.427606859
m_100000283	1.628895825	1.782024042	1.757148268	1.551094835	1.308430635	1.777390945	1.914475055	1.631730064	1.845040742	1.26264227	1.305853125	1.552267761	1.63286536	1.617726402	1.611097054	1.382523048	1.880109464	1.758519608	1.439100005	2.002041102	1.709943523	1.548976293	1.443390694	0.9134208	1.950945313	1.476576549	1.485352933	0.991942283	1.527362996	1.819387235	1.678578159	1.933725374	1.681469593	1.750060167	1.847576989	1.565925236	0.688897058	1.764652335	1.957559578	1.376549975	1.567370364	1.831362014	1.133314	1.714199262	1.183401788	1.700557162	1.82881161	1.873523772
m_100000285	0.217975139	0.766323762	0.182665936	0.459464794	0.047898489	0.535294284	0.704900663	0.544463899	0.226972298	0.274715109	0.301381824	0.004397689	0.105113928	0.4119354	0.133804875	-0.043840272	0.660922328	0.176798175	0.222192968	0.607472593	0.389203588	0.100890781	0.118873445	0.168207483	0.325444197	0.23603878	0.667220466	0.044157256	0.435556491	0.805410295	0.680103311	0.765026549	0.696272817	0.742359115	0.694875041	0.824616467	-0.056859267	0.52969592	0.527409204	0.256282829	0.763197485	0.56379259	0.290857012	0.498471534	0.230347096	0.596974765	0.386487432	0.684628392
