	KMV_361	KMV_362	KMV_364	KMV_365	KMV_366	KMV_367	KMV_370	KMV_372	KMV_373	KMV_374	KMV_375	KMV_377	KMV_378	KMV_380	KMV_381	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_389	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_400	KMV_401	KMV_402	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_411	KMV_413	KMV_415	KMV_416	KMV_417	KMV_418	KMV_419	KMV_421	KMV_423	KMV_424	KMV_425	KMV_427	KMV_428	KMV_429	KMV_433	KMV_435	KMV_436	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_445	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_454	KMV_456	KMV_457	KMV_459	KMV_460
Otu000095	0	2.584962501	0	4.842592102	0	0	3.613054808	0	0	0	0	0	0	6.977279923	0	3.492674911	0	0	0	3.551375813	4.023891876	0	0	0	2.955453561	0	0	7.19430916	4.96823042	0	5.444706535	0	0	0	0	0	6.706644868	4.467720346	5.881934108	2.60929183	6.854919464	2.434371046	0	0	4.514622444	6.032198822	0	0	0	0	3.83238707	0	4.291851102	4.087462841	0	3.763264573	0	2.897552731	5.037695581	0	6.224799493	0	8.67480616	0	5.462819554	0	4.477456875	3.91026138	0	7.101856327
Otu000099	0	0	4.906193473	4.034269902	0	5.23638729	0	0	4.24519686	5.537747862	4.177440834	3.569195185	4.73557772	0	6.230242871	4.034269902	0	0	4.552863346	8.013309575	0	3.628031223	5.778529666	0	0	5.206648839	0	0	0	4.420089118	0	2.981222793	3.835351761	0	9.181001275	5.403346606	0	4.467720346	5.881934108	4.982411585	3.201119623	3.294337355	0	4.120471603	5.649049992	2.938599455	3.149587113	4.237039197	5.161186664	4.034269902	5.348200521	7.177046481	0	3.40599236	0	2.865781896	0	4.347299885	0	7.093742069	4.857474564	4.759526397	4.15271648	6.269447113	0	5.804209739	6.16836095	4.212869647	3.222392421	5.245336621
Otu000579	4.649407693	2.584962501	4.906193473	4.034269902	0	0	0	0	0	0	3.788739244	0	0	3.896164189	0	5.39319792	0	4.611024797	0	0	0	5.780763435	0	0	0	0	0	0	0	6.687072118	0	0	0	0	0	0	0	0	5.881934108	2.60929183	0	3.829429375	0	7.365748749	3.576396577	6.258435171	0	0	5.161186664	3.734188509	6.206480734	4.951406876	7.944584166	6.221103725	0	0	4.926557629	0	5.510518515	0	6.786789208	4.200951897	0	0	0	2.827323338	5.322183869	7.491431194	0	4.731627596
Otu000131	0	0	0	6.225856277	0	0	5.521798917	0	0	0	0	0	6.116366179	0	0	0	0	6.441906705	0	0	4.023891876	0	0	0	0	0	0	0	0	0	0	2.981222793	0	0	0	0	0	0	0	5.835985927	0	0	0	3.201119623	5.798175196	0	6.797482821	0	0	2.838719093	3.83238707	0	0	0	0	0	0	0	0	0	2.606219179	0	9.393310715	6.171246663	5.720391696	4.666202349	0	0	0	2.740240726
Otu000128	0	0	0	0	0	0	4.158169978	0	0	0	0	5.070762648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.981222793	4.531312447	0	7.233933204	0	0	0	0	0	0	9.600526966	0	0	0	7.666914358	0	0	0	0	6.070929498	0	0	0	0	4.312369266	0	0	0	0	6.753152942	0	6.888816237	0	0	0	0	0	0	0
Otu000062	0	4.700439718	3.043760386	0	0	3.346859325	0	0	3.697779146	8.318234662	4.177440834	3.569195185	0	0	0	0	0	0	0	0	0	3.628031223	0	0	4.808746813	0	0	9.578630001	3.472619051	7.298865258	3.016531724	0	0	0	4.299507612	6.76072682	0	0	6.928049849	6.536623875	0	0	0	5.243564207	0	1.688055994	0	0	0	0	5.921308952	0	0	7.257387843	0	2.865781896	0	0	2.8815524	0	2.606219179	0	6.598771046	2.603155617	4.189142917	0	0	6.471176049	4.700439718	2.740240726
Otu000079	3.705778096	0	3.953521681	4.282553857	3.119739244	0	4.158169978	0	2.804884553	0	4.177440834	0	0	3.896164189	0	7.274691739	4.600258688	0	0	1.88008409	3.109960212	5.133025419	4.24519686	0	4.808746813	0	0	0	0	8.056941787	0	0	4.783910899	0	6.053557998	0	3.266140317	3.007599816	5.475028474	0	0	6.067795625	0	3.201119623	3.576396577	6.172149667	4.621878817	0	6.833440136	5.650499463	4.3831893	0	4.756078828	6.840463234	0	2.865781896	0	0	3.780189712	0	4.978852343	5.161186664	4.896125461	0	0	4.26998188	5.557633431	6.992267541	0	4.568474378
Otu000631	4.649407693	5.357552005	0	0	0	5.402053728	6.096256167	0	0	5.537747862	0	0	0	8.049243519	0	5.843236594	0	0	0	4.305004221	0	4.731627596	0	0	0	0	0	3.334984248	0	0	0	0	2.439564301	0	0	0	0	0	5.30915228	4.982411585	0	2.434371046	0	3.732820767	0	2.938599455	3.149587113	0	0	5.893884886	0	0	3.076378531	4.64385619	0	0	0	7.452805838	0	0	6.319769781	0	6.235354231	8.049627451	0	5.232099142	5.322183869	7.724693349	0	5.011227255
Otu000117	0	7.375039431	0	0	5.559303546	3.883764286	2.726390393	5.380258671	2.804884553	0	2.39876196	0	4.177440834	2.989946335	6.490070891	6.543924117	0	0	5.521798917	3.176784783	4.023891876	5.011227255	6.063249747	0	0	3.697779146	4.165843825	0	4.406129831	5.603449728	4.876212135	4.837247296	2.439564301	0	0	0	6.446370327	3.007599816	4.652749734	4.728475871	4.120471603	2.434371046	0	4.425714633	4.120471603	5.703519111	0	4.237039197	0	3.354842717	4.3831893	8.492980511	0	5.357552005	0	4.312369266	0	0	3.780189712	4.723762163	3.109960212	4.759526397	6.40825082	5.378828463	0	4.26998188	4.876212135	6.352295153	0	1.941447818
Otu000262	0	0	0	3.354842717	4.589579129	0	4.158169978	3.190627707	7.398014001	4.568474378	0	3.569195185	0	3.896164189	7.220602255	0	0	6.156083076	7.585046926	5.051875903	3.109960212	0	0	8.274457247	3.859324912	5.61188622	8.919014794	0	4.406129831	0	3.924517728	6.502317431	4.531312447	4.537434131	6.561600227	5.403346606	6.296204214	5.178366775	0	0	6.056881974	4.21886991	6.296204214	2.350033433	0	1.688055994	3.149587113	0	4.200951897	5.461951611	0	5.61188622	0	2.5360529	6.548322447	5.997587822	4.926557629	3.797347749	6.015565977	0	4.578984792	4.200951897	3.699374802	5.693805328	5.149046272	0	3.540808171	0	0	4.173563579
Otu000696	0	0	0	5.245004118	0	6.217123972	5.521798917	5.85575477	6.186981576	0	4.177440834	3.569195185	5.137013014	2.989946335	0	0	4.600258688	4.055282436	5.117190725	3.848480302	6.647266168	0	6.300934763	7.540594472	5.593870553	4.24519686	4.165843825	6.522135663	4.406129831	2.963977331	3.924517728	5.149046272	6.252121154	6.490070891	0	3.211707326	4.747498523	0	5.121696173	4.728475871	4.677517484	3.829429375	3.266140317	4.677517484	4.82387184	5.877198911	5.810394522	0	5.732646732	3.734188509	4.780838477	4.641089092	3.076378531	1.378511623	6.808785458	4.312369266	8.131403069	4.347299885	5.699202188	5.914613168	1.82559404	7.770771604	3.943779694	2.603155617	0	0	5.04066863	0	6.080373416	3.251374815
Otu000139	3.705778096	5.523561956	6.04913827	4.282553857	6.283978741	4.274159055	4.158169978	4.666202349	4.641089092	0	3.255048751	0	0	3.896164189	5.249332964	4.034269902	5.570208734	3.139551352	3.613054808	4.305004221	4.023891876	3.926430782	4.24519686	0	5.593870553	4.641089092	3.244061423	4.821339151	3.472619051	2.963977331	0	5.149046272	2.439564301	5.723882117	0	3.211707326	3.266140317	0	4.652749734	8.332835781	4.120471603	3.829429375	5.720391696	0	0	5.574908836	5.592280449	4.237039197	0	4.034269902	0	7.633756611	0	5.112700133	0	5.492659409	5.495619926	3.797347749	5.037695581	4.723762163	4.416585363	0	6.28055939	4.721411524	4.189142917	2.827323338	4.227317234	2.172734535	0	5.349532556
Otu000237	4.649407693	0	5.218466718	7.02492654	0	5.23638729	2.726390393	0	0	0	0	3.569195185	0	6.512191764	0	0	4.600258688	0	0	5.268041779	0	2.740240726	0	0	3.859324912	8.110870074	0	0	0	0	3.924517728	0	0	0	0	0	0	4.467720346	0	8.968666793	4.120471603	0	0	4.677517484	3.576396577	7.350693679	0	0	4.200951897	5.559303546	0	0	0	3.608809243	0	0	3.97323309	0	0	0	0	6.594730277	0	0	0	0	2.184629194	0	4.142957954	0
Otu000069	0	0	4.906193473	6.225856277	0	2.482114093	0	0	0	6.522135663	8.078048143	5.475028474	0	8.26000474	0	0	0	0	0	4.305004221	0	0	0	0	0	4.24519686	0	0	0	0	0	0	0	0	0	0	0	0	0	5.385994425	0	0	0	8.832630663	2.69253452	0	4.065919631	0	0	0	4.780838477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.834614695
Otu000173	0	2.584962501	0	5.650499463	4.989558253	5.23638729	3.613054808	0	0	0	3.255048751	5.070762648	3.255048751	5.988684687	8.593149011	3.492674911	0	5.324180547	0	4.930293422	0	3.926430782	8.01393692	4.683211247	0	0	0	0	3.472619051	2.963977331	5.188281944	6.128572155	6.252121154	3.983204757	0	4.131665668	0	0	5.995528214	0	4.120471603	3.294337355	0	0	0	4.790076931	0	4.237039197	0	3.734188509	0	0	0	5.300123725	0	0	0	8.337981506	2.8815524	5.125085065	2.606219179	7.712153139	4.15271648	3.479267335	0	0	0	0	0	3.628031223
Otu001061	4.649407693	2.584962501	6.572933593	4.282553857	0	2.482114093	8.301984212	0	4.24519686	0	5.585219368	0	4.177440834	3.896164189	0	0	0	6.441906705	4.552863346	2.669464565	6.123134152	1.941447818	0	0	4.41076646	6.406542373	7.262493039	3.334984248	0	2.963977331	6.648045173	6.38816578	4.22489809	4.537434131	0	0	4.189142917	4.467720346	4.906193473	2.60929183	0	0	7.118225095	6.510391284	5.294670962	1.688055994	4.065919631	0	3.277337944	2.027480736	6.444480146	0	4.291851102	2.887525271	6.230242871	4.312369266	0	4.744508356	6.151040784	0	4.416585363	0	4.896125461	4.413090928	0	5.804209739	0	3.003160341	6.533978572	3.628031223
Otu000174	0	5.672425342	0	2.027480736	0	3.346859325	5.972641029	0	0	0	3.255048751	4.50710518	0	6.398031074	0	2.615464589	0	5.324180547	0	6.24919926	3.109960212	3.251374815	0	0	5.593870553	0	0	5.795596951	0	0	0	0	3.300058915	0	0	0	0	0	5.881934108	0	0	4.992632692	0	4.677517484	4.514622444	5.101538026	0	0	5.732646732	4.494317136	3.83238707	3.697779146	7.487346955	3.786596362	0	0	0	6.512899724	3.780189712	0	4.416585363	3.277337944	7.554975256	3.479267335	0	4.666202349	0	6.222731361	3.222392421	3.628031223
Otu000431	3.705778096	0	0	0	4.989558253	0	5.837433045	0	2.804884553	0	0	5.790454748	0	0	0	0	0	3.139551352	0	8.071979896	0	0	0	0	0	0	4.723762163	0	0	5.385994425	0	0	0	0	0	0	4.189142917	0	5.30915228	0	0	0	7.508067956	3.201119623	0	5.703519111	0	0	0	0	3.83238707	0	5.511267682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.222392421	8.597544718
Otu000051	4.649407693	4.700439718	3.043760386	3.354842717	7.274691739	2.482114093	5.333632777	7.836948375	3.697779146	6.112321025	3.255048751	4.50710518	3.255048751	3.896164189	3.071660985	0	0	3.139551352	0	6.758071353	0	0	0	0	2.955453561	6.842632633	0	3.334984248	3.472619051	4.818179987	3.924517728	3.886852842	5.976063486	0	0	0	0	4.467720346	4.652749734	2.60929183	3.201119623	6.958239698	3.266140317	4.120471603	4.514622444	5.101538026	5.335214496	0	5.161186664	2.027480736	0	0	0	5.412781525	3.358854664	4.312369266	0	5.717344756	2.8815524	0	3.109960212	0	3.699374802	0	3.266140317	6.709546181	5.851438951	4.46287892	5.101538026	2.740240726
Otu000088	5.215079743	0	0	0	0	0	2.726390393	5.85575477	0	0	0	4.50710518	5.450717798	6.512191764	7.703262746	0	4.600258688	5.799281622	0	2.669464565	0	0	0	0	0	0	0	0	0	0	0	0	3.835351761	3.983204757	0	0	0	4.866364719	0	6.536623875	0	0	0	4.425714633	4.120471603	0	0	0	0	3.354842717	0	0	0	0	0	0	0	6.033778214	0	5.125085065	0	0	8.944292483	0	0	0	2.184629194	0	3.222392421	0
Otu001229	0	0	0	0	0	2.482114093	5.117190725	3.190627707	0	0	3.255048751	0	0	3.896164189	0	0	0	0	0	0	4.023891876	1.941447818	0	0	3.859324912	2.804884553	0	0	0	0	0	0	0	3.071660985	0	0	0	0	0	0	3.201119623	9.048852913	0	5.526130401	0	5.877198911	0	0	4.200951897	0	0	0	2.238013991	7.131342539	0	2.865781896	0	4.744508356	0	0	0	0	0	0	0	2.827323338	4.477456875	5.173436064	0	6.33173127
Otu000049	0	0	0	0	0	0	0	0	0	0	0	3.569195185	0	8.682019197	0	0	0	6.306061689	5.837433045	5.455999248	4.578984792	0	0	0	6.938069579	6.916004575	6.271858645	0	0	0	0	8.113023603	2.439564301	3.983204757	0	0	0	0	0	8.504798724	4.120471603	4.21886991	0	0	0	5.005000681	5.592280449	0	0	2.838719093	0	0	0	4.44625623	0	0	0	0	0	0	0	4.200951897	1.764720469	2.603155617	4.189142917	2.827323338	0	3.003160341	4.142957954	0
Otu000616	0	0	0	0	4.034269902	0	4.862445819	0	0	0	0	3.569195185	0	2.989946335	0	0	0	0	6.824762133	5.622267773	3.109960212	1.941447818	6.504943839	0	2.955453561	3.697779146	4.165843825	0	0	0	5.66235905	0	3.300058915	7.220602255	0	4.688929405	5.9388698	0	0	4.027341849	0	4.21886991	3.266140317	0	0	6.720339276	0	0	0	3.734188509	3.83238707	0	3.076378531	0	8.606919231	0	10.00900526	0	0	6.557966617	0	5.732646732	0	0	0	0	3.924517728	4.46287892	0	3.926430782
Otu000035	0	2.584962501	0	0	0	4.274159055	0	5.85575477	0	0	0	0	0	0	5.249332964	2.615464589	0	0	0	0	0	2.740240726	6.59706008	3.738300805	0	2.804884553	0	4.26166757	0	0	0	0	0	0	3.37097252	0	0	0	0	4.027341849	0	0	0	0	0	2.444784843	4.065919631	0	0	0	0	0	0	8.624247146	0	0	0	0	0	3.244061423	0	3.277337944	0	4.020451209	0	0	3.540808171	0	0	0
Otu000125	3.705778096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88008409	0	3.628031223	0	0	2.955453561	0	0	0	0	0	4.876212135	0	0	0	0	4.688929405	0	0	0	0	0	0	4.189142917	0	0	9.209724116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.827323338	5.851438951	0	0	0
Otu000107	5.215079743	4.392317423	0	0	4.989558253	0	0	4.109374151	0	0	3.255048751	0	0	0	4.537434131	2.615464589	0	0	3.613054808	0	0	0	6.59706008	0	0	5.778529666	0	0	0	3.868434131	5.444706535	0	0	3.983204757	7.815697519	3.211707326	4.747498523	3.007599816	3.414383957	6.823302244	0	4.21886991	3.266140317	3.201119623	5.294670962	2.444784843	4.621878817	0	5.95115799	2.838719093	0	9.15446948	2.238013991	4.733354341	4.846883286	0	0	0	0	7.675179606	0	0	0	4.413090928	4.189142917	2.827323338	3.924517728	5.173436064	0	2.740240726
Otu000985	5.936425084	0	0	0	0	3.883764286	3.613054808	0	0	0	0	0	0	0	0	0	0	5.011227255	0	0	0	0	4.24519686	0	0	0	0	0	0	0	3.924517728	0	0	0	3.37097252	0	0	0	0	0	0	4.992632692	0	0	0	0	4.621878817	0	4.200951897	2.027480736	0	0	0	0	0	2.865781896	0	6.033778214	5.293391104	0	0	0	9.20683869	0	3.266140317	0	0	0	0	0
Otu000090	5.620374421	0	3.043760386	4.678938649	0	6.67125701	0	0	0	0	0	0	0	2.989946335	0	3.492674911	0	3.139551352	0	0	0	5.245336621	0	0	3.859324912	0	0	0	0	0	3.924517728	0	4.22489809	0	6.697714591	0	4.189142917	0	2.543723003	0	0	0	0	5.526130401	0	6.593287365	6.453092366	0	0	5.461951611	0	0	6.305002221	5.300123725	0	0	4.926557629	3.797347749	3.780189712	0	4.724939034	0	0	0	7.438074843	2.827323338	7.046640283	5.83643799	0	2.740240726
Otu000150	0	0	0	0	0	0	0	0	0	0	0	6.04913827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.164043478	2.963977331	0	0	3.835351761	0	0	0	0	0	0	0	0	0	0	0	5.649049992	6.52530329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.866193545	0	0	0	0	5.637508462	0	6.632931441	0	0
Otu000082	0	0	0	3.354842717	0	0	0	0	0	0	3.255048751	0	0	4.846883286	0	2.615464589	0	3.139551352	0	3.551375813	0	4.568474378	0	0	2.955453561	0	0	3.334984248	0	5.792380848	0	0	0	0	0	0	0	0	3.414383957	4.027341849	0	4.777773077	0	7.923644093	0	6.258435171	0	0	0	4.494317136	4.780838477	0	2.238013991	7.163901214	0	0	0	0	0	0	0	0	0	0	0	3.721932779	5.444706535	6.778365375	3.222392421	0
Otu000265	3.705778096	6.339850003	4.50710518	0	4.989558253	2.482114093	2.726390393	6.498743826	4.641089092	4.568474378	0	0	0	0	3.071660985	0	0	3.139551352	5.117190725	0	3.109960212	1.941447818	0	0	0	4.641089092	0	4.821339151	3.472619051	4.420089118	3.016531724	2.981222793	0	4.537434131	9.455192767	0	0	4.467720346	3.414383957	6.455075551	0	3.829429375	4.189142917	3.201119623	4.120471603	5.574908836	3.149587113	0	3.277337944	2.838719093	2.930267379	0	0	1.378511623	0	2.865781896	0	4.347299885	0	4.165843825	4.233558696	0	6.525553669	3.479267335	5.149046272	5.232099142	3.540808171	3.526859546	0	5.245336621
Otu000168	0	5.523561956	0	0	4.034269902	7.335841037	2.726390393	0	0	0	0	0	0	6.274054541	0	0	0	0	0	0	3.109960212	1.941447818	6.186981576	0	0	0	7.675179606	0	0	0	3.924517728	4.438935212	0	0	8.812492227	0	0	3.914995645	6.869649718	0	6.224397117	0	0	0	0	0	0	0	8.647458426	0	0	0	0	4.733354341	0	0	0	0	0	0	0	7.299407134	3.404947544	4.975302434	0	0	0	0	0	0
Otu000123	4.649407693	3.459431619	0	2.027480736	0	5.402053728	0	4.109374151	2.804884553	0	0	0	5.926688801	2.989946335	7.703262746	0	0	4.055282436	3.613054808	5.541527462	5.766465687	0	8.230746754	0	0	0	5.696201342	0	4.406129831	3.868434131	3.016531724	5.405288205	4.531312447	3.983204757	5.576793357	0	4.189142917	4.467720346	4.345089145	2.60929183	6.056881974	4.21886991	5.149046272	0	2.69253452	5.192018772	0	0	3.277337944	4.678938649	4.3831893	0	0	4.087462841	6.68442396	4.312369266	0	0	4.329717796	3.244061423	3.109960212	6.30853689	3.034610959	4.975302434	4.189142917	0	3.540808171	0	0	2.740240726
Otu000119	0	4.700439718	6.334678121	2.027480736	6.955091005	4.581096904	3.613054808	3.190627707	3.697779146	0	3.255048751	0	5.137013014	5.821596845	4.537434131	6.375930534	4.600258688	4.611024797	3.613054808	4.930293422	4.023891876	0	0	0	2.955453561	6.683646032	0	5.795596951	0	0	0	0	6.252121154	4.537434131	0	7.95961881	3.266140317	3.914995645	0	4.027341849	4.120471603	0	4.189142917	2.350033433	0	2.938599455	0	0	4.200951897	4.989558253	4.3831893	4.641089092	0	5.357552005	0	0	0	2.897552731	2.8815524	0	5.090806034	0	0	5.191128124	3.266140317	6.326758307	3.924517728	0	0	3.251374815
Otu000338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.56199046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000833	4.649407693	4.700439718	0	2.838719093	0	0	4.862445819	8.641596545	3.697779146	0	4.483333489	0	4.177440834	0	0	0	4.600258688	5.011227255	0	5.164003705	5.291601309	0	3.697779146	5.654856992	2.955453561	2.804884553	5.438721383	6.204126486	3.472619051	3.868434131	0	2.981222793	3.835351761	0	0	0	4.189142917	5.178366775	3.414383957	0	4.120471603	2.434371046	5.720391696	0	3.576396577	0	0	4.237039197	5.732646732	2.027480736	4.780838477	0	2.238013991	1.378511623	5.821596845	5.275597458	5.902641123	3.797347749	6.3889222	0	0	0	1.764720469	4.020451209	8.113023603	7.862372764	2.184629194	3.526859546	0	3.251374815
Otu000068	0	0	0	5.650499463	0	4.834050577	0	3.190627707	5.61188622	0	4.73557772	5.070762648	4.73557772	0	9.13945661	4.034269902	0	0	5.521798917	4.797513759	3.109960212	4.384489433	4.641089092	0	0	0	0	0	0	0	3.016531724	0	5.351310615	4.936856017	3.37097252	4.131665668	0	0	0	4.982411585	4.677517484	2.434371046	3.266140317	3.201119623	4.514622444	4.392317423	0	0	0	4.678938649	4.3831893	3.697779146	2.238013991	5.044394119	3.358854664	0	0	0	0	3.244061423	3.109960212	0	5.384304954	0	0	4.26998188	5.04066863	2.172734535	3.222392421	4.384489433
Otu000101	3.705778096	7.459431619	5.218466718	4.494317136	0	0	4.158169978	0	2.804884553	0	2.39876196	3.569195185	0	5.988684687	0	0	0	4.055282436	0	6.087974667	4.023891876	3.628031223	0	0	2.955453561	4.641089092	3.244061423	0	4.406129831	0	5.188281944	5.149046272	3.300058915	0	5.576793357	3.211707326	0	0	4.345089145	5.701005814	0	0	3.266140317	4.425714633	4.82387184	5.930737338	0	0	0	3.734188509	5.348200521	5.61188622	0	5.986410935	0	0	5.495619926	0	0	0	0	0	3.699374802	0	0	0	4.227317234	0	0	6.051826877
Otu000102	4.649407693	6.339850003	3.953521681	0	3.119739244	0	0	0	4.951406876	0	0	0	0	0	0	5.966671824	0	3.139551352	0	5.36507929	5.291601309	2.740240726	5.423449347	0	2.955453561	0	4.165843825	4.26166757	0	4.420089118	3.016531724	0	0	0	5.576793357	3.211707326	4.189142917	3.914995645	5.758625557	6.073103218	0	0	5.149046272	0	5.078391452	4.790076931	4.065919631	4.237039197	0	4.678938649	0	0	3.076378531	3.169925001	0	0	0	0	0	6.557966617	3.778486816	0	5.87169476	0	0	2.827323338	7.122029412	6.003554897	0	5.349532556
Otu000161	0	6.14974712	0	0	0	5.685343543	0	0	0	0	2.39876196	0	0	0	3.983204757	0	0	5.324180547	6.506012215	3.551375813	4.023891876	3.628031223	4.951406876	4.683211247	0	4.641089092	5.438721383	4.821339151	0	0	0	5.811789893	2.439564301	4.936856017	0	3.211707326	4.189142917	0	2.543723003	6.823302244	0	2.434371046	5.720391696	0	0	3.598259323	0	0	0	2.838719093	0	8.230746754	0	4.44625623	3.358854664	0	0	2.897552731	2.8815524	3.244061423	6.224799493	4.759526397	3.699374802	5.693805328	5.149046272	4.26998188	2.184629194	2.172734535	0	5.245336621
Otu000063	5.215079743	0	3.043760386	0	3.119739244	3.883764286	0	5.066964241	0	0	4.73557772	6.626820013	0	0	0	0	0	0	0	0	0	2.740240726	0	0	0	4.24519686	0	0	0	0	3.016531724	0	4.998802577	0	0	5.403346606	4.189142917	0	2.543723003	4.982411585	0	5.96979537	4.747498523	4.425714633	0	0	0	0	3.277337944	2.838719093	5.921308952	0	0	7.912889336	3.358854664	2.865781896	4.926557629	0	0	4.723762163	1.82559404	0	3.699374802	0	4.189142917	4.666202349	0	0	0	1.941447818
Otu000109	0	0	5.475028474	4.034269902	0	3.346859325	0	4.109374151	0	0	0	0	0	0	0	0	0	0	0	3.551375813	0	4.173563579	0	0	3.859324912	0	3.244061423	0	0	0	0	0	3.300058915	0	0	0	0	0	0	0	0	6.477446252	0	3.201119623	0	7.758593374	0	0	4.759526397	2.027480736	3.83238707	0	2.238013991	5.749534268	0	0	0	0	4.329717796	0	6.647266168	0	0	0	3.266140317	2.827323338	3.540808171	5.429792128	0	4.173563579
Otu000138	0	5.523561956	4.906193473	4.034269902	7.705233614	0	4.158169978	0	4.24519686	0	4.177440834	0	4.73557772	4.846883286	4.537434131	6.283978741	0	0	0	4.094725125	0	4.878190283	4.951406876	0	2.955453561	6.765328287	0	6.204126486	6.522135663	2.963977331	0	0	4.22489809	0	0	4.688929405	0	3.007599816	4.345089145	0	3.201119623	4.777773077	5.149046272	0	5.078391452	4.392317423	0	0	3.277337944	3.734188509	2.930267379	4.951406876	3.076378531	4.548436625	0	0	3.97323309	2.897552731	0	5.696201342	4.233558696	0	3.943779694	4.413090928	3.266140317	2.827323338	6.018584933	3.003160341	0	3.628031223
Otu001021	0	8.939579214	0	0	0	0	0	4.109374151	0	0	0	0	0	0	3.071660985	4.427124782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.924517728	5.149046272	0	0	0	0	0	0	0	0	0	0	0	9.092973707	0	0	0	0	0	2.027480736	0	0	0	0	0	0	0	0	0	0	0	0	2.535098184	0	0	0	3.540808171	0	0	3.251374815
Otu000155	0	0	0	5.81722967	0	0	0	0	0	0	0	0	0	4.846883286	0	0	0	0	0	4.094725125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.089915511	0	0	2.543723003	0	0	7.731004961	0	0	9.51814254	0	0	0	0	0	7.379923403	0	2.238013991	0	0	0	0	0	0	0	0	5.732646732	0	0	0	0	0	0	0	0
Otu000678	0	0	0	3.354842717	4.034269902	0	6.413960648	0	0	0	2.39876196	0	0	6.716533694	0	5.39319792	0	4.055282436	0	6.721887201	0	4.568474378	0	0	5.376448084	2.804884553	0	3.334984248	0	0	3.016531724	0	0	0	0	4.688929405	0	0	2.543723003	3.485952495	3.201119623	2.434371046	3.266140317	0	4.514622444	2.938599455	0	0	0	4.034269902	3.83238707	0	5.511267682	3.786596362	0	2.865781896	0	6.293137868	0	3.244061423	3.109960212	0	6.40825082	4.020451209	3.266140317	0	5.322183869	6.153307573	0	5.446707378
Otu000129	0	4.95419631	0	0	0	0	0	5.637508462	3.697779146	0	0	0	0	2.989946335	5.506032031	2.615464589	0	0	6.674172427	6.299171182	0	0	0	0	0	4.24519686	0	0	0	0	3.016531724	0	0	0	0	0	0	0	2.543723003	0	6.056881974	3.294337355	4.189142917	4.120471603	0	3.598259323	0	5.198269627	0	0	0	9.583961032	0	2.887525271	3.358854664	0	0	5.055632307	3.780189712	5.438721383	0	5.161186664	0	3.479267335	0	0	2.184629194	0	4.142957954	3.251374815
Otu000050	0	2.584962501	0	3.734188509	0	0	0	0	0	0	0	0	0	0	0	9.743841865	0	4.055282436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.623784319	0	5.078391452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.079938758	0	0	0	0	0	0	0
Otu000094	0	2.584962501	0	6.49554758	0	0	0	4.109374151	0	0	0	0	0	0	0	0	0	0	0	4.797513759	0	8.405431598	0	0	4.41076646	0	0	0	0	0	3.016531724	0	0	0	0	6.236113053	0	6.997298769	2.543723003	0	0	0	0	4.891833493	4.82387184	0	0	0	0	3.734188509	0	0	2.238013991	4.087462841	0	0	0	0	0	3.244061423	5.624862876	0	0	0	0	0	0	0	4.142957954	0
Otu000112	0	0	7.389452089	0	4.034269902	0	0	0	0	0	0	0	0	4.448460501	0	0	0	0	0	6.525956332	0	0	0	0	0	2.804884553	0	8.887912921	0	0	0	0	0	3.071660985	0	0	0	0	0	5.385994425	6.224397117	0	0	0	6.46649162	0	5.810394522	0	0	0	3.83238707	0	5.511267682	1.378511623	0	0	0	7.651051691	0	0	6.273065963	0	0	0	4.189142917	0	3.540808171	0	0	2.740240726
Otu000113	5.936425084	0	0	0	0	0	0	4.666202349	0	0	4.73557772	4.50710518	0	0	0	0	0	0	0	0	0	6.690315501	0	0	0	9.671313291	0	0	0	0	0	0	0	0	0	0	0	0	0	7.880770473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.778486816	0	0	0	0	0	0	0	0	0
