sample_id	KMV_362	KMV_364	KMV_370	KMV_372	KMV_373	KMV_375	KMV_377	KMV_380	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_401	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_415	KMV_416	KMV_417	KMV_418	KMV_421	KMV_424	KMV_425	KMV_428	KMV_429	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_456	KMV_457
outcome	susceptible	susceptible	susceptible	susceptible	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	resistant	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	resistant
m_999922162	6341899	270635	235394	295031	227887	249296	577265	223047	345813	364495	174950		104342	1786168	98489	139740	207857	2221628	52728	237218			251831	148558	74519	1254790	111177			409681	49371	200961	58283	181916	292982	627270	249568	156355	113994			293304		196714		663959	304969	113944
m_999922776	814432	406758	460904	758637	741557	872581	883987	502692	948973	614053	1260432	374922	867556	591097	806552	338901	402460	1777083	811554	316024	235712	283988	453871	712340	249769	1267001	198458	386002	442811	217446	359709	474766	303728	568046	622931	548045	940720	662775	859944	137551	536451	836813	609074	779893	947257	1253255	603831	323385
m_999923048	4007643	391310		1214585		190109	481150	464899							252527	7030556	223565		322706	1965860	1283674	4144308	1182870				169907	511655		197222	143373	749641	400791		313169	553324	4323854		1441249		433946	249429	303744	371166	502414		405893	441536
m_999923060	179204	3300821	16616970	1611027	879869	1157893	820857		335271	1536387	1096193	144686	15678663	796026	1706060	1082484	914617	1338533		6276656	922618	257058	9073080	17929818	922168	1343828	155786	830254	20029913	4582008	267473	3698691		1423641	535223	1454360	20452049	4070293	14429887	9013133	574083	665861	343354	459294	907954	422195	135976	381122
m_999923062	14711315	12196303	6852845	31425328	6272452	7772118	17527713	1665721	12037497	578157	14874821	637913	7041285	16992969	821605	5888524	15865420	4465010	640745	4959739	5172104	3392816	11462877	3048518	6380885	10134238	5523059	756639	6994162	14972147	16850978	7215169	10385539	24186134	19908880	13260775	3610688	13162852	17540810		4544196	22964132	826070	3775234	6773403	24035599	41911718	75323158
m_999923064	397125	16674110	5539563	158735	3204693	28002401	11520711	10946254	1766694	3837045	26340063		7528524	29870429		2133425	46383108		135963		27264944	788095	12102590		11677804	379840	23219366	150997		34589580	85884834	58796989	391059	895910	19351607	32432718	167665	22572859	9836303			4721258		21351234		21413103		
m_999923105	45956633	30496470	19221516	445335997	174534429	21744411	55199270	5540584	64137053	25910553	102824921		29940590	16397358	15339919	4874886	9550479	46246986	13672523	148709068	110433265	135410425	253299632	16248489	7681923	107609425	3018366	14553586	16235609	115707	916752	3694516	82329259	3384865	29768580	3373741	68818255	5769024	14934031	489780030	245823742	13701047	179716273	1906984	90718106	47549424	48122198	29091465
m_999923109	11406192	2554758	24915657	37466371	7691864	7709932	9038245	1275788	12377357	1968311	3300495	376595	251327	7860592	3084609	850053	13626124	6757574	5955502	20889708	1640993	11715341	3920725	2116406	792887	7589704	2353992	6052965	3096864		9177204	6921426	7685102	8223680	5294486	19864649	11683555	42053606	11569204	14676014	8831578	430429	9139447	163847	1742098	1775806	749830	19238348
m_999923115	28981145	5721525	54623238	60951753	13851524	18548616	6097528	228597	18979847		820303	681152	5772877	3346404	793403	22068763	3081831	15575100	21380118	2796695	12525005	34726382	66312902	11740393	9467691	69048773	9270180	4488649	1463574		953035	1197116	5331824	7098859	10374758	8954735	29597291	30612089	12984986	2369788	19457038	2577024	2552425	915733	198746235	1396381	6783840	968749
m_999923173	716156	490844	483211	391436	887207	261098	598177		357266	354958	200489	3747603	451119	623108	1228484	1281538	562529	314571	2222805	1019695	1210414	171097	2015967	3310930	1176643	891216	605112	4587103	366591	11231630	794193	616070	347095	1600182	1428749	2994931	5980291	644727	606704	494085	2225015	218812	909169	1272860	764634	279554	491900	1493716
m_999923188	122542345	169177283	91477516	117968327	98878047	205894963		222617247	66949726	141039019	108393066	157736928	413239919	73706953	239313648	136134589	46699507	204517982	390943542	188449683	132946331	162769418	238576600	279630839	146095020	148566574	62566034	354996612	482795744	35983845	99663394	171025795	190972611	41182583		263040306	812215850		204993602	175503064	135663810	69029827	230379214	204147395	274953265	67659660	252311387	5400595
m_999923267			149903										1439926		115168								1270727								138161	359903																
m_999923277	1045928	370992	984240	1283875	1742389	2392587	989403	356497	1158077	649947	455673	817175	460661	891405	391395	749195	491982	1343522	1383145	793347	990695	1003370	830864	8424323	301460	1038657	211586	7022848	314585	593748	413976	303108	397827	533402	596785	931845	2281644	1328584	866826	58323	617609	505499	104936		991994	577149	616979	1019213
m_999923278	1763274	203722	738501	732094	1857812	3897935	2309904	558406	3449245	1491971	916566	798953		3938468	494816	737721	972436	2222720	1739537	641937	1934645	1128993	1184883	10398820	526904	2390054	380262	12036817	241960		705057	156478	673814	215776	539332	1920785			152638		570039	512731	219373	270515	867189	313978	1712202	1599795
m_999923287		7456404	619672											1672331			963027						85311								25899001	6821169		209155		226292		4146599				281043						2295207
m_999923423	5587274	871785	2093986	8200680	1594713		344493	1748525	463141	2513736	4273258	5762791	1263399	1096450	7945980	2643787	569232	213238	4202457	2306055	262888	2232887	2223020	7833652	1374125	2734552	3235324	2349320	4671768			139100		401103		1041539	26905765		8487155	950277	3463858		7925448	2972222	15737856	386526		674077
m_999923429		277452	35167	276716		122729	386297			529881	84385	456832		190487	172278	2800118	134325		87282	109971				1051571	246727		126596		404503	3764308		451750				466193	222122					376153	361644		201227			490865
m_999923432	3288934				5865187			289745		4683086	769510	936786	680176		8056806	7532220			3762657			17510319	522559	5997078	1734967	1368635		1565856									2740037			1790464			3702002		4349851			
m_999923438	1770375	980822	4266492	4272941	2198132	678444	1106936	369848	2405491	487885	860334	1106355	458909	3484959	2771034	2454020	3374271	2566531	1177928	1223738	4632482	199566	3910235	1867243	3633591	937277	3746008	982915	338763	1302137	4709965	4192761	2806966	2869200	3222634	1692828	3544290	1007578	4575647	860494	5515584	631162	3693458	334850	2501748	2607671	4739142	2536510
m_999923450		387265	330220	92902	74240	181851		157144		346170	265262		142414	344314		407357	661489	288384		2794001	412541	222707	274486	72362	292126	1361616	368531		305120	512353	412262	564659	513000	407954		334204	2260252	1898700	297708	554784			92244	174355		3721564	750144	
m_999923453	267605				930719			158430		1322529	211392	278508	136787	100709	1705221	695826		76779	924193	128478		744714	123131	1810165	133194	261173		861416	105954								467077						172326	122494	609721		70441	
m_999923467	828762	403512	284220	365923	622730	333579	107870	144990	169551	299716	285771		154660	342429	231460	179936	523090	247592	301158	300979	495000	228407	594032	937806		324571		623309		367114	204718	252763	180349	160309	177153	157586	346650	176768	128710		1330775	201402		321497		339038	201599	303846
m_999923469	158451	470671	237836	520583	864699	323470	151561	41645	326045	67230	239580	50180	328973	493115	267460	79123	696692		442959	200365	556608	351952	418362	489580	329687	400800	458214	395093	629246	535707	709275	522640	346478	161816	127088	272545		284291	537483	90889	609125	897131		268658	752793	385819	537645	501992
m_999923470	207684	476596	3725033	92970	569364	331377	224967		396036	407369		99031	630305	492298	120235	471959	262268	145541	291654		612754	252128	196924	898201		417082	105580	1753128	94833		527154	312349	206339	287041	100198	220021	674111			1116285	577625		519586		144111		138683	
m_999923475	220380	318620	390334	678860	411204	432915	382012	86986	425991	158797	370587	165947	258253	719674	270433	210180	355855	512357	161855	204843	372321	337006	368934	278831	335640	478496	124771	336419	443015	604350	630217	453751	449515	269709	213268	256944	368852	444322	286709	297331	254215	350916	211942	218697	551920	410792	410004	510553
m_999923481	179064			104907	121831	126183			208232							170600	113814		120441	158619	210932			338386	131434	255741		139812				108403				109402	409426									2736397		
m_999923482	266380	659414	130718	1004069	1136150	309447	488706		612540	645211	224487	349482	470329	456181	417608		459815	346724	381788	223606	407002	737158	475231	362195	1555997	577262	222405	900906	387761	1250393	950562	861528	1275802	449724	469598	533375	276038	314939	730001		448899	490213		305830	1992691	455518	1117517	1068052
m_999923507	5068423	25964880	13676150	8785808	3856264	4691805	4274938	10776272	4912577	3416205	13132466	5303411	8363869	10783719	10866972	7174688	27355078	3269108	3901517	11562073	11543174	7293849	6836227	2328270	11901795	6675892	12739532	2689848	15303325	14192871	7408104	8581375	6927110	19338317	13335987	18321241	5602700	13661106	10947340	24261334	2733469	10142542	7475085	7144639	15164337	12685911	5144110	13017111
m_999923552	614440	600137	142145	180437	583446	325262	110996			189393		2892840	270975		97392	425783	124775	87276	123078		249497	1118128	160048	5045324	122577	457502	67043	917488			172962	126872	122969	48222	69261	855135	801174	248388	309109	142837	1410390	88275		107327		68783	183169	1364100
m_999923557	739769	290295	298805	368649	983885	327585				261249	326033		358905	192248	251604		491412	339084	298311	189172	216272		212860	2389067		300192		1701353	201735						118459	92923	631524				1056238		137237			237794	141707	71240
m_999923581	5045887	5670881	4350324	4480214	937945	1733000	3819475	2975695	3858416	3681690	2804012		3289483	3261665		3416509	6682135	5628239	292465	6990322	9357126	6954208	4013352	936252	6963928	3100955	4290072	1383433	2613317	4655015	1241966	975124	3003711	2590085	3821831	4764779	1609593	711818	1687547	6254072	4867340	4075348	2937824	2381373	1721281	1931627	6956272	6147623
m_999923583	6437535			4113089	32795783	48133887	345666	505615	2453105				6009676	6218314	38487800	1160298				781199	585694	3312021	13872670	1096817			630110			8838881			2192281	2068504		386104		752672	6994460		13899182	277446			12979664	58942748	2496572	1028216
m_999923587	41802932	8793783	4088795	7366861	35915208	13387396	2665259	44340142	8839027	39162194	83618280	40437319	18061019	14125968	159917001	44497003	21422346	18215125	39461210	1996930	30731996	125432824	154670286	20291776	18381480	12056539	75724311	33331766	48167041	23402483	14699466	4084004	118452287	24648195	10564695	6980876	102214329	22488148	5503928	88238815	2883585	13519272	70914742	9329506	124041507	9447596	14290429	29587384
m_999923600		104986		324688	483944		86242							86141	153691				42125		103070				99941	47420				112697	62594		232570					216631	175181		71532	45094			139844		143746	98546
m_999923639	2371527	1050553		530579	483305	235690	423006	1474293	668760	1794510	1952147	1992552	997356	661173	4784521	1831537	170925	551792	836946	650367	1388342	1992850	996350	2375613	1386762	1897248	1743555	1524735	1176345	557877	369639	264205	428035	491257	175947	659792	3698535		210362	1916366	1963230	91096	3753757	1761007	6375477	410892	888932	319983
m_999923644	7967377	1462285	419490			124380	1651060	476916	1087291		1001022	9364996	197365	1648143	988229	1237345	413218			366528	4083817	5914490	2499549	1434946		4104612	735510	2957893	5572603	433416	540534	1696578		859378	524090	6764071	101312913	16814918	3198590			736468		129464	10454214	132373	1796411	1211522
m_999923654	649177		120548		484760		52667		79548	189527		137018	170951		192813	412351		219313	200709	239445	243662	539143	69846	141134	221997	207189		254697		234317			382062			600311	383812	112677		21341	279720			417679	279664	370183	814424	
m_999923655	1512064	4420142	572516	3203594	1381498	729752	7005054	454108	2131024	571606	214127	818989	257417	393201	511194	265134	849259	1471916		391953	2158371	5116629	2778554	494739	1114402	926848	175264	502494	210927	958141	612443	765173	2904971	494174	1284371	2244895	1241403	813211	1804576	552904	3105561	903937	141529	349550	1006453	435141	4594128	2868684
m_999923657	310388		92508	2576791	2202324	4085383		90004	2464564			1618993	235983		5788162			330672		971618	326290	497390	1197070	2814017	4246180	1811772	605532		334063	748942			4179539	1625186	198390	383407		424320	3176902	635427	10646739	520547	1005195		26459419	5979630	572369	704482
m_999923662	260774	693613	297795	5341527	3906634	1134760	1967974	35334	661235	981891	100566	5592199	397514	597228	12348351	163233	1229566	39435603	9168274	2413312	1276943	132645	1426247	870492	1495209	522528	628233	1124269	1295753	883599	664980	1088338	12722314	1554983	1955462	3471522	37525897	698290	8162138	309622	3171909	804618	22373728	1110673	1590814	3548104	3663238	391941
m_999923665	111234007	61687549	53658224	56391660	63916226	59636342	61196135	13327112	62127858	33634327	25075874	51171030	60496861	50330755	49277783	45625851	31155190	53225479	44775971	13602131	74719271	35159381	57010649	10849771	37863310	41727503	11487538	28261758	25869796	60365114	20195340	34109556	44750374	25423548	55675993	18265896	27060530	18158438	38448335	71593858	232972664	25334657	42339531	42179279	93591497	27946112	75849496	17512486
m_999923710		573813	70254	66657	144767	412349	127127	152421			128817	883730	275680	156346	186797		134267	65715	205872	55920			117949	71776	187076		122824	59569	287331		160469	149351	124383	153388	183810	435439		92344	112452			46830	47840	104970	363847	75291	71063	
m_999923728	908925		260932	170661		309656			240353	256838		441663		209467	491620	518026		538532	328122	160460			379180	379826	211942	615696	231603	362080	169025					122438	111941	77666	436537			415658	533857		1089078		2038749		53008	
m_999923732	616353		215593									1714155		1184064	3109524	822630			705307			2972456	600057	3108715	676949			5125921	2398988				73292		1767785		127276	99842		202018	2747482		188874		3280647	297536		
m_999923733	96035			163745	189238		54866		130744						126870		81301	86344	75075		89880	137649		282174			36393	97224		150024			84673	35130	40105	171059		55247	720741		137719	64610	68257	72515			170806	181134
m_999923737	13841926	22248231	33324748	4346990	5440476	4839026	6725689	13215814	3841417	6517631	15445828	4590036	5378428	8798948	10689995	11852041	18306755	2585246	1809467	21933671	24995835	20042179	14030117	2452247	24463641	6157447	24717366	1811415	15209268	17325972	8876482	7099270	5961870	17818231	10990594	18653742	4889806	11685521	5773604	62932654	3738787	8488270	14710745	8541136	3985079	7108702	9091362	7521345
m_999923739		334806	827931	137065		230991	362324	159871	59999	76549	347340		179133	147838	209870	133449	342482			320204			199117		393656		315177		533132	536636	286306	303590	400592	368309	421883	374296		256661	612077	1293680		235556	691512			242316	136863	272235
m_999923748	774474	3551580	456987	15608767	3854619	957562	1961262		1216201	1600170	436277	466686	2952786	1116536	5459779	595820	819121	1190303	182570	697661	1855255	2340261	1446370	1276820	830231	1645703	595854	816666	1301035	6206048	1430627	2172516	2187892	2927092	1632931	2784266	879398	558888	29171917		1478832	3240184	302055	714779	9626086	1118294	3169268	2551466
m_999923752	1588560	7289052	8349405	1548973	3106419	1191333	887999	964792	1565297	387398	2149787	724131	1730682	1567289	2351506	3384756	3334463	1858535	992617	10990804	11262474	18089269	6492279	543864	6505971	1973310	3933010	1298575	1424345	3338641	959560	1359134	3452838	1313121	1255227	868848	1368070	1310444	3772398	19096153	530639	2023222	772405	920022	1395255	731843	1246679	2103192
m_999923753	16472993	46326200	65418857	19380942	37982807	15622970	12646886	7427212	21220295	6612963	18287354	6331606	33654506	22200147	40446907	22672128	29494362	20186087	5862673	93832300	82415904	153302917	52007401	9654904	51259696	27633429	43261805	24412604	18155000	27536220	11758591	12123503	33828164	19716650	15733932	9076442	11231448	15587017	46788087	112570807	9595438	31387716	13329355	18256947	17454566	11903800	16401499	21911930
m_999923767	220586	783141	789081	10358828	3045078			82828	374945		360267	10794369	520617	1150609	1943358	355237	284729		1396452		2359808	3600712	2069017	2133998	1983060	288228	253872	7346305	467090	2671306		393498	565030	226411	184579	86183	1251710	202930	873411	2474841	944953	1211424	645178	388294	6572406		941997	1382090
m_999923780	2010298	5914123	9697616	579851	1769328	6974277	3413434	4782779	1659310	4697364	29065645		13708015	5996384		2918871	11962825	436364	336918	3483190	3690863	10895581	16038177	1274073	6837925	1795863	1743792	8725162	2862357	5047321	2121927	3152980	1622056	1499909	8594707	3035972	535625	6320047	3339292	1534602	792376	10405942	706524	17507967	31735889	1910832	5764874	3330620
m_999923782	2233877	5795020	24534252	7664327	4857715	4370944	6422551	1977277	9193895	23016423	4146767	1394647	3626461	5068939	2882081	8375869	6638893	10336448	1335885	6238344	10349340	5905574	5859470	1784090	7207338	653794	5752492	1054602	12826590	5987433	14700430	3928668	11507963	42055150	16277353	1575151	566300	31233925	5184429	21813616	4807162	16184184	4575963	5913444	3647906	13978144	12844011	24599363
m_999923908	682061	3490177	1659319	417907	1177865			1066668	383414	3275052	864130		2041791			1439276	2782626	612889		1238087	3810530	787021	1196439		2180656		194453	525123		2659607			3025212		1726535	1425602	638508	1159408		2262467	1892306	952723		381314		3482568	1384213	
m_999923922		279756		275349	162977	446547	376109	139283	264403	338644	118760			456781	165617		484464	317030		367766	403954		147229	235308	297799	255029	251813	87602	198385	672267	394287	459324	256345	112579	302645	411652	234739	393664	239790			354434		296191	91556	210130	330488	470785
m_999923925		387399	476124	462923	75912	253754	529224	195398	217736		95420	61830	88128	92015	266530		581486	281635	53227	493270	677867	329983	169351	179322	378569		574358		569108	510115	362719	586875	779677	549572	409818	249553	1048635	364667	829094	302436	630587	315361	293955	287468	228644	348491	258904	336965
m_999923941	578266		66266		127004										197233	88661			58553					1004138				559987									112118			120281	352816		147073		718293			
m_999923974	1131356	895239	3146597	1701135	2648249	1608580	3041841	390921	3110870	8665482	6816493	501449	2394616	819252	1267297	819947	957541	4255020	1155313	753345	488346	510228	1042375	1110652	931750	553583	509320	495604	3604215	531439	1740771	673044	821378	4300638	3873019	1708762	1601301	2202124	1854246	768271	1522183	1459067	1847786	2545818	1667171	4024227	5542444	2577202
m_999924027	31093688	37811471	41514747	16268810	34459580	34626837	32423440	51372659	26380151	34241998	32171321	15700842	34293130	22650344	20631050	34511989	30278685	30471691	12152497	26386488	31023995	29390535	29426857	33769030	27615063	30322503	34193295	41778477	35742591	12578069	31235350	21462200	23025630	13060181	19457183	16849340	30590819	23684816	29788539	42512641	32748081	23745261	40468791	37049276	22275990	30354867	33979444	21193149
m_999924084	2532581	1690351	708371	1569280	778361	1126832	2024993	303480	2353089	368363	851085	1055104	1176471	2939446	614416	696238	2444453	337851	1109337	594844	2583865	974657	1595924	124313	844943	1198542	883013	1323276	429581	1259638	1006060	2209449	1408929	1007285	992005	1467215	272143	681622	1164637	928004	1456601	2808665	510196	1391402	2482428	1928991	2098148	897860
m_999924137	402334				1570358							82672			821108				1393300		170508			3187287		973349		1749248									168386				1452318				1529269		61693	
m_999924208	1186361	144361	554347	228221	1540884	884374	476040	219949	836568	1380242	715673	1528809	2022559	580910	1017187	702364	632522	915818	3369249	286366	346459	736914	784883	3399025	151633	1567656	159325	2181702	380474		575274	782966	401806	346844	692157	219586	1034012	182199	486547	166682	620932	459942		620991	1923316	1577270	335552	504226
m_999924210	82385963	38592979	25918458	57247707	52532169	100304628	163348116	32082018	95694146	105329959	103284725	4764363	43279781	63629612	91250467	32742749	112911051	81466043	6647807	37521357	17482781	13858160	15659478	136934299	48872248	78559992	40745680	19535858	77079933	11436899	71093529	32878822	18029786	51641355	77656877	118882384	53978282	21077496	137786800	31369724	187148122	105137868	134906113	64855770	2096607	126194910	141748316	85994736
m_999924212	6993407	2558792	1106949	3172108	4584525	4696910	3380622	1744471	7954288	19038788	2917932		3079172	5817958	7911370	2472533	5231539	27009118	383864	2277567	1537722	1543858	562778	11899516	1042513	19356788	1629915	1391307	5408386	362793	4318131	2668254	578034	642017	7122451	3204133	9393057	282498	1757742	524242	6569924	6178225	8139901	4212816	100991	8005402	11096684	2874552
m_999924231	424455	595665	786529	864276	220646	97138			222300	78122	80302	882457	58622	462809	415884	6272821	487519	69150	186822		78167	1100260	810333	572534		371101	233755	4304764	236146	333204	97158	548614	409194	80031	459377	729690	16745253	327033	115230		3450276	545249	144842	175101	135639	161353	231169	548599
m_999924238	207083	2717007	328125	1250598	877292	443215	420897	129845	572879			696639	507993	681344	505923	226115		397151	99265	350381	354899		738674	438929	699323	905385	307201	423670	206455	1334721	233701	240776	1096850	393182	366418	428225	449010	501650	1519819		514527	626799	144358	300555	2121933	227948	559344	
m_999924243	1491831	1608450	414758	2194341	3003841	1728439	1583856	173333	847414	423091	79276	1334987	402627	1934748	3351603	399405	655735	1817892	4387195	2119247	2906863	310378	2026509	2680591		2289724	772852	2038851	395518	2121626	567687	305762	735662	1566768	1439052	2077116	4404033	794394	2043563	187757	4499372	478960	2271110	1068907	1795336	3170062	3000012	914249
m_999924246	5994528	7407325	6747227	8916107	50306136	5986776	2864426	847764	8893780	4829481	7302578	55311351	6202433	5192187	222458350	2895956	4018490	6713467	50977948	4296231	9933613	5780502	9865662	6230500	6984386	11404564	4915510	5125589	8493075	2658402	1707887	3757176	3708266	2387234	4531198	2235843	57216142	3569192	1685352	4052938	13440236	4766575	16058390	6578616	18780605	3503500	4511995	2489278
m_999924359				1182189	437115	155814			217651			765555			2935316			102253	800622	143018			660796	1781225	1269209	187140		1436231								52514	583883		335964		1359148		979039		1392258	130527	290729	
m_999924408	589926	592020	375483	1542527	687829	329420	140966	232745	101243	194619	828564	6351891	282638	128662	619224	843137	973685	55433	727705	868578	618915	936853	250511	7071733	547341	1357087	1797455	42814	1612710	392636	311227	899537	1653174	438093	446884	904299	10626914	401581	5264837	398295	6771097	383229	2604340	383122	16722472	683830	586345	462927
m_999924410	6731697	3371392	2404527	4052237	2963673	2020612	1901878	1963651	2244321	872442	1600343	2751953	1099717	1135127	9998089	1873451	3836439	7184675	1107249	2439411	3092073	2764615	3123840	1615863	7104259	1049087	1731901	347515	1502879	14734512	4709476	5560567	4282145	5525339	5591005	12524377	8421062	3484641	18830427	4854993	8834058	3666523	3569312	863417	1820159	1531658	3375162	2847847
m_999924412	136416			1240824	429503		222495	235441				892876			844259			145404	269642	135825		872862	206532		116111		86436		199777	329728	130320	172709	244100		186270	730887	2445938	461536	351044	250883		437634	422949		269903	210928	523030	450447
m_999924425	2219653	1179771	557116	3106656	4095116	972934	2461147	587309	1257308	660820	420368	2129853	852505	1471368	1296359	1670111	688861	1722000	923802	765006	2085773	1356802	1461564	2525838	2110980	1695705	339761	2251377	381195	441199	435833	538134	8828870	541009	811916	1451137	2019195	426529	1189557	635185	2725604	920911	539097	364437	1596990	1993602	3548543	1716188
m_999924432	135893		149535	74194	24206		63023	135040	66910	130659	29458	39375		139906		170582		193700		36124			29212	46090	71299	73312		39045	36148								66475			256878		41773	84291				36414	
m_999924453	1778736	5460538	927154	10161735	6428351	545607	312351	106383	1078827	304242	1226365	1945727	283298	2707412	10083511	383788	1019107	13660233	1675466	898343	303359	6203675	9052871	1338371	16472729	687015	422039	342338	330478	19043917	5102724	3035376	20182944	2798245	1832633	1047811	2652943	2387323	28913943	183447	16579423	2119547	277002	378254	7401725	3715369	18237188	8811142
m_999924456		182266		231852	220193	173611	81892		195609	70942		177368	42128	122912	491580	95016	98417		271053	88912				541332	199745	123173	54543	611125	166560	172022	65860	102298	180551	49551	72752	119990	335777	71186	68150	104209	314438			51427	1400456	131393	170399	202388
m_999924465	370336	167578	154618	1303420	781224		197466				290696				549099	365731				456792	459123	1748592	167566	1944197		224584					881153		274890		60623		87790				444459	305656				98601	165664	195002
m_999924474	1115995	812406	650157	1394076	2312886	931683	1030663	395099	675897	639776	454985	6232849	402760	966965	1254808	865283	420654	227362	1495377	264178	176360	699009	896705	2986993	714064	1647681	445904	11944176	370355	1152049	207181	550376	1032803	483750	748826	558049	1207517	704876	584150	104918	987126	783684	565001	860219	7656878	460845	1399396	403105
m_999924544			868637	116623									150482		135742					307821									712169	367506		199062					620157	479785	965311	163438								159174
m_999924545			164990	197469		89954			210521						228905					515658		208774	134561	1098726	110498	47533			1294884				278486		289461	100101	763268	1300607	1888235	913990					282127		194584	98440
m_999924546	1364639				378587							668205	98185		151349	381218			161665			482178		381320				770282	856531				410649								617224		1221819		974708			
m_999924549	268461				136890	206753		96985	280550	350340	177868	74743	209916	197564		221473		209307	240496	180959	136820			218529	74985	280877	71337						181079	222719	156472								184378	86080	136875	141038		
m_999924556	1964055	3157967	5016055	2448756	1481659	618176	584494	477788	1472926	368069	872111	5172248	613552	3610155	1390508	1764802	2771714		1393054	771043	1598511	1119570	2981190	453981	1118022	745111	875250	771387	1415051	3939065	888940	883769	7171282	4207456	524455	1238243	356570	2357772	5799656	2496257	1247075	6040545	1832751	901317	1600124	401647	7558849	4335065
m_999924586	10038203	103321		785570	4089461	341754	324467			210027		2544070	1526781		3486375	294749	113411	151470	3690336		376508	188853	176425	62975695	346674	657996		4525818			595628	1265969	276924		378143	157679	2876725		1150300		10221835	839063	494311		9328349	852137	196581	216122
m_999924608	429034	371739	257199	692502	928057	802875	655276		907986	183984	728972	409900	197307	643957	828662	303772	393699	410113	459726	274587	370990	511841	436882	588402	268102	627766	420118	1017815	301358	713558	886387	342805	284155	581915	389745	358649	276586	398100	313068		567772	423399	217732	338319	303101	1683154	516212	1083929
m_999924626	363902		140439		1078310				112169	215803	227968	99112	314287	262956	176338	221757			1188178			235859	72918	242468		596576		320678												152527				123538				
m_999924658	310743				536926							1136824											88925	235149				289809									366629				70405				655856			
m_999924660					390167					61704		1909199				76518			129799					269929				816873																	1446493			
m_999924669	194450				1905558					190493		4418429			1890022	404763		544860	3122359					14636072		298078		6037577									1201559				2727192				9876976			
m_999924677		200231	162857		152709					45516	62782	955047		46385		724687				84724		71203			54950		318558			141428			62203				1440913			148610	133715		74334		782997	163372		
m_999924683	99668	263217	150635	799623	499816	258358	275860		107405	36170	76806	250528	381568	1589977	276964	71496	113633	61325	205398	274618	293052	307325	580285	100034	140587	205718	655401	332992	206665	183446	154649	110161	513209	384755	229208	180865	242530	156098	384318	179238	201230	809554	33208	465353	545654	83219	2731883	260845
m_999924715					95567					234334														136299				289910	488153									1518176										
m_999924728	260417				121150	95415				109800	65486			28945	164514				41500			100077		1365110		380372		14812521	214350							25384	224367	54691	199940						588048			82031
m_999924729	959224	355259		329985	1236907	276500	132227	99383	523746	173501	692772	1563525	366358	538071	253472	295606	362036	193045	1090473	88018	490570	238535	371716	447538	177370	507556	115309	1875206	151545	150012	522459	272378	178966	113831	209231	136289	339852	116462	61852	89678	1073890	332276	176204	140666	1734303	509733	310413	305058
m_999924736				844550														301391	911464		127607			708937										170109					110132						4156632			
m_999924753	25431646	509167	22942733	2581713	17950938	708336	288483	13806467	325180	13608803	629980	16299637	600441	2667900	16238975	17571497	196322	6786146	9316534	26538693	2250172	41313552	7100658	5366293	25441840	10353734	412981	8317511	22830952	391898	94208	278349	424038	229952	859055	303557	9645111	430699	4784520	30909286	4066839	315786	23509251	4667897	11505948	541937	11455855	193056
m_999924767	159486														47915			1136936	171922			56106			172870								105512				71075		28659						138029		165999	
m_999924797		130013			151908		151228				448741	288459	304968		330361	167812	90198		734081	89330	160474		193809	1218195	135067			307224		137464			868457		79410		253801				91788	104084	393895	160270	281060		199795	167145
m_999924810	1057271	152993	533225	100216	14822848	199006	1806973			221624	205148		876205	578246	2705027	412136	101477	129783	1227666	556025	1020657	15402325	664525		1929439	157039	233914		136649	300463	209128	162007	176898	168588	386193	332367		637780	2946406	406197	3601593	58381	189066	209639	5996986	356598	206864	1765738
m_999924811		140355	143891	118254	223393			58323	78424	160714			233710	315160	194410	30630	195091			205741	181836		233896			315991	160189		140502	235979	277851	119480	91337	200980	166515	259072		116775		192045		238896	68448			269080	210511	138317
m_999924829	747352	749614	318411	1009852	1171591	446788	1318313	171060	380594	862786	302379	541552	1143715	1477652	662587	307656	673112	589057	294155	744111	623536	492848	409356	491466	462238	358618	193145	149016	560157	807406	709363	710163	2834706	718046	724991	741085	299097	761633	1555282		700675	902117	200789	428949	4849733	612618	1270109	980957
m_999924840	132088			175539	700292				188888			238839	119296	119599		227605					209006	146580		562503		1145377		302943	129045												202602				1560708			
m_999924853	1640097		447542		292023					1068553		90534	468417		451421	1174599			387373			1438285	179628	535198	359739			135220	1110036				631802			54796				756569	1034088		9846955	56848	195799			
m_999924854	409172	199408	213009		182090	54293				214315		56372	110968		172746	339884			149507	146673		426705	246051	171364	354460	206581	105441	79902	304174				227735	208043		168897				961460	458254		1162250	107718	67988	79523	198809	
