sample_id	KMV_362	KMV_364	KMV_370	KMV_372	KMV_373	KMV_375	KMV_377	KMV_380	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_401	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_415	KMV_416	KMV_417	KMV_418	KMV_421	KMV_424	KMV_425	KMV_428	KMV_429	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_456	KMV_457
outcome	susceptible	susceptible	susceptible	susceptible	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	resistant	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	resistant
m_892	29356498	53368916	37715789	134018136	93833493	42284784	22422234	9314118	63995614	18418390	33618945	6193370	28157859	9858501	24165601	3285747	40250972	48901683	95445079	13069216	16875239	28597464	31090914	31706440	46012675	61508478	16690234	22205529	49906937	2996253	73304664	39944652	34894875	40549754	31636395	51105842	74230871	61902238	34183381	23548191	28648698	14771359	31663278	23255317	75337966	16684400	9799724	46690466
m_893	993693232	995741596	680239548	667711444	1545763223	490528511	655800824	149170814	1071633616	351486982	439709771	183459874	435669807	128240546	220390533	195076007	892856115	780268431	2371103783	367799578	529425454	1527471420	1163074090	704814094	304839337	1063979482	268506627	336209333	566928199	101310529	911757137	988048775	242688402	651825031	789231486	1651892711	2446126696	944025308	704162260	234700626	577338286	257227782	248144019	325411488	3526047916	276506225	231832251	814998881
m_913	46700302	123318738	162199561	28831559	295067005	77316369	62412606	35773309	117670728	77749426	322132467	7862889	306023129	466203796	26497550	92917792	26168844	106486776	501272923	9733889	67663573	501997922	140188851	8641101	53349675	203062182	148879727	32988800	135480582	3008158	29201717	5522640	15191324	25264636	36086264	23337864	96530803	34058534	2871739	186607143	18635113	66608549	50612109	178789078	10462383	11572661	22690981	13373028
m_914	29167584	30892740	57539551	17086817	27460873	34730317	29179703	11971865	23374387	22761658	22909692	14140545	37237873	26051479	30861970	25439939	13302835	33190763	13985596	38381177	58270770	38185307	22417743	4884777	46316107	20442328	22217687	4287647	44537601	10987566	16807163	19843417	36700965	18794912	21248971	8755376	10928732	13027520	38398200	45324938	26297036	25398559	23281758	23898021	19486485	28188608	57359797	18783472
m_917	29656696	4908750	1630812	9577317	5690124	810207	655683	2940179	38845794	2106520	1271032	8636510	3008592	2165122	5388275	13317625	3902090	1588730	10411210	1134345	4171622	4496339	1452682	3538951	1421501	1828686	1201929	6565862	551785	4543662	1116231	1397995	1337759	5543166	3982220	3179678	1304642	2142871	607601	1960422	429097835	1760953	1448929	1258017	18968972	918203	2718546	1283737
m_918	5474761	2035420	3888992	4069607	2223945	2021961	3267360	4299800	3583051	2815413	1638938	3384598	1526934	3094799	2930848	3367380	4039116	1912080	2982842	2023962	4338746	2351272	2768887	6740631	2470029	2139312	4399877	4418347	2597712	2523642	2444320	1835723	2414612	3496151	1073317	1556405	2507787	1559725	2059784	6430982	3742811	3062838	3462823	1670503	2083852	4715817	2249085	3929537
m_922	925802	1936140	2195033	47634319	4218955	1683393	2212368	192385	2815167	621052	697228	733713	4029200	1124325	5027255	340336	1259905	2588072	900347	7920565	1605157	2652663	5003453	475975	4413892	1117646	1704837	196879	1715800	4562396	1557667	3234854	3608519	2737808	2782950	4217131	3838866	8803360	6224168	2726320	3741403	2056531	6756541	2968441	3172828	2034867	2349097	4571385
m_925	2285044	50738310	24685984	2025528	2572953	17106704	23774200	3340232	119954175	27077267	18292784	810164	15136841	143289633	2700541	3257300	62160754	4173864	2067692	1369243	40246432	2831682	24535438	2371701	2468709	2290800	52736200	2158039	2438325	25227505	16552758	1647537	2295535	40975013	26050171	9630056	4513426	27357694	1064659	2463932	2196063	88931546	7732611	3674993	635028	2020416	3017853	39027584
m_926	30563591	276641485	245081484	13846354	21372545	144328263	160708655	50489916	453361490	316552550	298411030	2863808	191176331	736807184	12988443	29632767	179318034	45939036	16816824	9869977	306163960	30094950	229603716	27323274	33709791	35051698	284851336	30216752	37901993	173094406	87906861	6807817	7563273	129182057	183362252	72608183	57552017	170810218	11555006	38357247	64490933	310507683	134995081	32452897	5043747	16504640	25466673	123531763
m_932	40600583	43430818	41606649	40334850	38276534	37537945	41095032	39094250	47214399	41578610	33876608	43891939	39900466	66745584	36966097	38361722	58894900	42145314	37922031	36431408	39191002	41223612	38346360	44955507	37905502	36710331	45477981	47686502	36463382	42155505	40901520	37302924	37519931	44812946	40205022	37719642	39023292	40538499	38049835	37022146	38918925	55513049	38909447	39357577	43976101	40488445	39078649	41674850
m_935	1343555	3245918	5372591	3628179	2211653	11840915	3336330	1937954	2569968	2679144	1299909		3029704	5905858	2454557	1657785	1511406	4876116	858919	2114106	7204509	2493375	6037375		9015629	3856170	2248606		6541502		1595449	625959	3119463	1831791	2417633	479044	377691	1797047	1245856	6336888	1594378	6032304	3843577	1033423		1635334	3634387	218523
m_936	373527	578345	1394254	1199371		64864		499646	315417		308726				495432	863257				1833793		402934	671716							2964963	1863888	1501302	686410	2563804	658352	4879230	1030859		1352585	976311		549498	1198376					
m_980	388980277	1790299186	453402160	1335483101	952021334	912814580	1398569327	96625661	1329317475	327411650	440133649			333635472	321783541	88474771	2852889073	378631539	288933114	297911081	758352731	428317625	713811175	235095068	622253310	636941014	417411996	139163652	474340566	134064175	1617358555	1415357747	758467069	1897164339	918157051	967940318		916631182	1178446983	1508671629	347397025	433848902	575879372	116216288		275239032	478810709	2085842399
m_1001	7562245	6099013	5220576	16858292	6282027	3937279	3363295	3964185	4395652	2272413	3265155	2874102	3877730	3153768	22131339	6233019	5049816	9470196	7381549	4902996	8919206	7530277	3912885	2913045	3908523	4060833	15355860	1869679	7071090	2781866	4167728	5765984	4525790	7532116	4304655	7548881	39456578	4306236	26337527	24219423	9419116	3382417	6927556	2047084	5171726	7057320	6442624	6144911
m_1003		383524	1228786			114058		309596		402815	111389	194372	124383		446138	785580		147315	597287	130283	487624	691973	397051	502123	485764		1130434	162118	661309				107430	649418			1475162	115166		976025			582212	349284				
m_1004	119859266	173974624	199480563	133640452	73255641	204805394	204751438	62321634	144681506	52871925	57318056	43116107	153692820	89704166	162325202	74794457	202450221	109785515	38474283	238623011	291600273	121080642	101713399	8465302	208115485	54634033	104685887	13373146	194665336	160581725	161281262	254322812	278124697	120221691	145803620	73990479	234256634	104547110	277627514	164670106	237014349	157974920	93499746	108849909	129741596	119393776	272010122	236566420
m_1021	4358439	29389559	8985989	14052583	3869640	11572022	62880097	5029701	8628331	2460455	3248891	2146842	3968728	5473383	3822992	8618737	47885580	4480874	4861646	24181297	9771446	3977933	4067479	2793308	4839087	2335256	3646221	4220577	8933418	128502448	11083682	114945035	46186871	20551774	14620884	17078480	10648723	14028682	19844749	4390241	25632718	13061674	1988315	3808674	5606395	15067248	8955901	49783647
m_1022	784465	867363	1446160	737743	367797	728903	781783	519612	796663	751776	438179		448304	2032464	483372	1050391	817765	883002	368722		1514097	711666	714673		710410	625446	423942	449646	686534	1059838	827956	372269	640438	742019	362835	1192115	579250		1138128	1119463	944160	722523	487073		366246	595522	912033	906430
m_1023	5146645	1329739	2075729	1324488	33309855	2603934	485892	464870	2052098	2504387	1578435	18731104	5465306	1436758	3070780	5005816		916739	53079274		1865263	9243176	1815621	258127334		11173518	334055	68802152	1621082				3569060		759169	769675	40737578	360539		1032222	475570	446145	1927771	753182		3736655	1244692	
m_1024	124388520	166777579	204744343	172535955	159149170	168996156	123649857	77594254	111800613	171470869	136131042	87849699	160452873	147879533	243445696	105548626	173443836	111829507	149635487	116961857	209380020	155532169	150191785	15207257	146509216	143836121	123741147	65543340	201636433	48937374	74341888	141424135	186028235	90981129	147966159	63678601	163384023	115491236	150270282	203459950	119072925	110273094	154457273	172804843	136363228	165904540	183371110	144729007
m_1025	23952523	34152329	195490810	148586580	59420193	111352720	376654801	55941745	17721932	43275845	144231346	5215892	59776442	457596941	88110354	53636886	104416695	194182561	33162539	133580432	137494977	23275286	123437677	7547033	277080794	121880706	232257005	4262187	212832670	112196923	26288094	43603954	171923626	186791561	207230075	156933647	54053554	258760932	345026971	121064143	40377349	72569702	74904062	42325666	31830698	242562073	304074669	285405192
m_1049	141208	217530	369468		66444	137953	216606	86299	114907	51871	53370	173316	130152	122374		44320	86642	168486		77733	405202			886079	41821	208053	379859	342262	128030	79343	200251	138452	312890	212907	87723	230217	2889769	105831	89643			115209		162833		150901	338923	161428
m_1052	18964857	10307023	28308257	10104832	19195700	16684853	10086261	10521224	12244286	26861411	20167693	5004871	13818329	14497624	15344500	10817028	7572400	33591629	18006138	8343678	19986541	20063731	15002849	13194755	11091834	18563673	12596238	10537505	22999984	5142576	13146113	7807280	12765338	12365563	9268023	6034139	9823592	12475177	8796058	16334254	10176972	10686264	16087313	13468249	7728647	15758177	8496991	8645329
m_1053	1689853	2311725	6094954	1001463	282523	1033359	3510435	512915	2258660	1140673	1639915	3762713	1772433	2543966	10994714	198698	1150838	1291616	1345015	2316957	25278380	316841	8671012	3541312	5121501	1890337	7668347	1440599	14801344	2867922	3403026	3987183	2665504	9908918	3638262	2603041	4230440	1090989	1309081	15446552	2156619	2542799	3308260	23716796	2926889	1305492	14450879	459026
m_1082	4509773	1257856	663689	1309952	694812	881079	1315196	235038	796309	273381	154009	7074703	557835	1072282	1515820	988134	1575809	340426	1181798	1433928	2084488	135440	1309518	2245335	611307	838641	1612185	17909890	471733	37241727	3093343	1721207	718843	4650203	2081570	8209060	9354505	1525314	931076	841188	4316315	1013858	2249881	2937995	1163315	594450	1032549	4578736
m_1083	2485986	6398624	5745133	3211346	2179664	1599232	2869063	1452825	2894798	1507135	2472996	5105175	3606156	5481949	3388648	3577705	7096290	1462938	4166271	4449594	12571411	1655069	4969949	2338318	5236031	3610156	9611356	1689765	2600656	26568612	3459697	5255195	2276959	6879222	2508759	5167640	8207349	3526703	847058	8218293	5239936	2919432	8699682	9932961	5657724	3555663	3164052	13082855
m_1084	804843	533880	357323	283682	661003	181738	541825	160485	338008	420394	303728	2743102	512940	703234	1039090	838577	437434	220200	1388556	774625	1160084	116764	998844	3503307	743683	874078	625411	3274525	488833	10800413	1030459	570833	252591	1497805	1083185	2101764	3544937	682747	401868	627716	1421483	407027	814938	1001644	562430	290626	535716	987186
m_1087	195373416	67776048	35180848	232822291	21404874	35785232	38390735	6340995	87055507	8627037	15378383	4106131	13569548	9283335	11239135	9231406	45612592	226231656	7729355	19011727	32835934	82634445	56449579	24469856	298438468	18960072	18173444	16866214	34375980	4273747	34038548	14800280	15028108	24462617	60354270	106235173	157777464	31494427	56458886	47551330	28686243	10770623	42885589	4601436	31243980	15025166	19098918	23094086
m_1090		196157	1698336	291256	706163				74994		88384	15800178		201434	456548	384013			784472		681545	2377217	1713999	621144	792230	80814	138331	4866219	623336	261879			225483	85840			1503863	805428	90022	2084537		216267	944959	125778	2005238		202705	101405
m_1095	210963	3643372	496843	232837	335093	4437286	5757116	103202	479614		501563	108435		4619244	110152		4151843	1148554	1033195	4995840	2136960		457549	1177051		304630	3813789	237989	245953	13021669	23125713	2537803	5953124	8368622	1434467	8482593	1566253	16823108	1069746		1691959	20837341	317895	975201		5101201	1762776	59998470
m_1099	27459727	39406402	13588967	3333807	53720475	31220938	16082229	4013560	78558691	29803157	8005832	10947574	73170694	88550379	4276231	21478780	5613375	15664586	20613893	18417164	20020763	7284009	32875768	29170755	5702529	29883439	1502651	27167072	4394769	6894844	12227199	5209243	2546179	1623713	8185100	7933857	232251	3821563	2008215	22328953	18699431	17812412	4023322	15068530	10685357	3223958	39286877	39742710
m_1102	632537	1108473	213405	363588	195116	777857	1414810	295436					396617	527052	275440		1289060	87236		900258	847673					239777	225016		487750	554285	401284	798777	488304	516621	691418	910125		479466		442033	387070	341630	263074	56114	158949	572595	1584777	1903796
m_1105	25369889	57757064	93652514	16380446	15163376	9215419	12107128	21545176	18901403	21356030	18752964	10180963	8722566	14699378	18418228	28054792	51023561	10345371	13057788	48763204	52577283	39675140	40204018	8288329	42115151	12896742	73138394	14202471	42961519	36286691	20432761	21522003	29637308	60406742	33528934	30486762	14771903	53929009	21453523	102018200	12819476	37859887	39045985	26146058	36780860	17508458	33828678	28707336
m_1107	60287	171311	54574	99575	136874	66718	94607		253666	57374	156951	88786	52014	531783	151189	35789	155061	113112	154179		132156		106715	319839	492236	240640	109186	128203	166229	129943	156306	121669	136593	102444	328959	440673	307996	55216	139826	344317	68860	175195	126591	38015	269805		361157	184658
m_1108		1324039		908414			557941										2177560			1280267										6795377	875359	1297202	876338								364633	1138520			710441	954936		7845395
m_1110	5277648	5535520	1103342	1511316	3483053	884475	2426989	577684	1086737	2140591	979298	1924662	1328130	2224963	3590075	1897002	3008978	1700274	2516024	2728372	3053316	560029	2027676	4843759	1274203	2365604	2541533	6307991	1315351	28542587	22673378	3156811	1329311	5666399	2806129	5016726	5810243	1873718	1224169	1609731	3363339	8804339	3392437	3359947	4362923	17681072	1699526	3276662
m_1113	1697334	150754		2190021	1381661		532725					780262	161989		4719650	1858840	239221	1064723	1921293	1563249	262424	2011417	1574077	1939700	6728004	618387		679104		1245085	265745		578572	297016	719388	1196827	3002247	665857	506402		3166944	382780	773203		5275355	1161578		377865
m_1114	7269597	1558913	3048655	340651	4312887	1366481	1589051	345439	834560	1515001	3533534	2634226	1445564	1965578	3281381	3193488	2145081	1111118	9137856	1516368	9321505	1173747	3907611	2618082	3318874	5976250	6653029	2206414	10252156	17545539	3064993	6556328		4980428	594564	4695790	2981737	616603	2026424	4325900	608159		12690339	37566158	6600161	442804	3493354	1436455
m_1124	5767682	3091773	4666508	8844767	1882728	1451565	4066337	7156880	2738534	2861358	2494159	802606	2119012	162180487		1910733	2826696	2572275		2601555	2002036	3125695		4287102			4309752	2732622	3603388	2186654	2263266	1859781	2893531	1298464	1143684	2062480	2432714	1120050	1418392	4687320	3301619	2217928	2758241	2288589	2024493	4551776	1305760	3571530
m_1125		159073	701872		469180					568991	521810	930115		160812	2321060		112829	522439			2736482		1357309	304041	416502	916441	1212954		861753			124040	89396	290791			2574901			1669640			1865724	4524165	2904880		1139450	
m_1133	678885	659699	9179226	1452436	658237	567222	6374672		1921860	404019	434486	102781708	361980	1100091	2532672	208751	3923420	79039522	41928728	7745205	457534	13820764	7313633	31863202	1043009	630918	345188	7142718	12799840	1965896	29757168	36174059	53203375	1727828	1111292	2099404	16331923	6177177	11839304	123338	82266193	3600448	9886340	6237725	331737363	3005089	904284	7034635
m_1134		514592	315288	386180	162884	595022	573944	155969	318718	215341	111678	173178	420738		435088		613235	190246	103878	798322	447000	287922	262199		270488	169545	170420		596661	713356	412042	583838	595584	406260	571587	244639	575914	453961	727657	146502	526831	507555	216932	213785	281273	717095	875864	991150
m_1135	35554066		32609347	38488833	39884748	100078371	2573984	1150075	2531703	94558892	4823617	161208762	8963355	12113139	67245266	133439704	2953507	8311618	536315243	14239121	8587326	13138742		133954283	38938571	42038052	14056935	74945839	29183239		12502899		20415202	45588232			129972417	17106313	5065300	2383853	8506033		69990709	14958580	13123596	3584291		
m_1136	266847968	221838532	379459624	165916924	348007968	140362147	194574219	143646431	829026667	535497046	496606764	4483803	251756670	436066163	196471048	154610950	261081869	828775148	79144040	79549664	363941800	279253172	280799952	63758298	175948109	376313820	166435359	75977936	166503589	179436121	164846150	113700193	50259015	149739472	174396931	63093898	780664067	174181184	97444551	252779610	46518074	403892162	198197352	192918429	9783436	213895483	242057170	194583088
m_1137	1929714	1758053	2356213	12299882	4114042	5782378	5415062	1374692	2091153	1090875	1653188	1602197	6908576	3575264	3137011	1294477	2144829	9509013	12728014	1494721	3839402	2752062	2517516	2426743	1879047	2747206	2961975	6687270	3412655	716493	2067284	1800181	1983982	1353195	2107305	1367712	4565545	2949964	2414345	4127693	1042514	2184839	4531535	1062845	6750212	3929961	2609185	1697340
m_1140	295811	532465	62068	285943		524533	815760	196048	713917					560074	152524		526025	156395		279892	290556			40697	167881	142358		71634	228339	16570	634207	1080562	636407	259544	304953	252586	223993		631012		477211	410218	87650		59978	205290	172679	1005294
m_1141	148161	476345		175203			325774	224706	154473		124687		178711	251293			1150647			174622	168295		238023	73840	188724	111200	159163	177816	200163	372153	249974	264288	328116	168169	143936	131850	143951		180208		383046	287123	305417			626645	191266	989427
m_1143	1963738957	778234346	1370499277	691012832	1902674724	660605037	635134311	759908049	1365003978	2365457720	2663271906	33766894	1373439751	1225081194	956305155	1214855761	609642694	1739588515	813362486	481843069	1527586335	2048949936	1100678826	1127445648	1197701996	1970085966	686269317	1250301636	1155333472	478975632	415733612	299724369	322621274	371474770	565915723	207720670	1868953368	490285491	300508463	2076096758	571170644	924611780	1414705522	1595220902	44383438	897195784	1524136133	505593845
m_1162	26957302	12068617	59572970	22909794	8281081	10136975	28463752	9722994	3588691	1668154	1097717	14431956	1313670	8790416	4527282	2626986	34380311	1091049	7673149	1957387	12752526	1466330	7126207	8711958	758214	1722526	9358127	7203742	1129351	779808	3291185	35566572	66399947	23715748	10030891	6958565	3451413	10523554	1042511	5585266	4976601	9061464	36124485	7137519	10902910	21805631	1497726	26902115
m_1207	519884	568731	671518	832472	495284	828817	686984	99448	757560	436051	374757	485013	1063267	5912316	210695	250633	21348934	897168	751463	592533	441519	448442	595033	1005831	570145	511101	2554964	428691	547395	2098563	23934802	995237	1239682	9134022	11955658	4220882	490290	1763038	1003938		1391323	7053138	238812	581531	3471769	1421084	20928353	5373568
m_1215	162412	278482	414409	146656	80187	87017	152895	66791	39818	65396		220830	181206	72901	128816	168753	262785	94130	346424	120152	117420	284033	183041	489771	80293	73642	70880	114309	159588	128235	156055	176925	160802	228413	130381	62274	495927	87037	110998	143471	292143	216633	177001	80085	126944	115718	176567	424038
m_1216	10593983	4082034	4566064	5550096	3056627	6446292	5422339	1692243	8124972	2801715	1700153	5902985	3336224	3000788	4273481	2844645	3893467	5442857	2568252	1485229	11555070	2167862	5387974	1031491	4959783	2402996	1643257	2100303	2333892	6542175	4934059	5847620	6925741	4002033	8456892	4758823	3749220	2437452	4717218	4702969	38432859	3543820	4454941	3449070	8312253	4333407	11034819	1654742
m_1221	9400294	575104	658134	1399723	5057802	1441531	742100	593094	952410	2142301	413043	44884412	871253	950606	2253069	2832563	728699	1639819	20211358	519357	1002129	3228318	1802016	564701218	322769	3418713	214535	867869104	937020	361729	1195974	37245189	1110683	1036237	569751	2100698	49802739	949632	469407	837468	1829336	998795	614387	1033369	1867740	839411	539915	738673
m_1231	12546084	66181255	44897979	145066934	14361150	86686500	47387449	17861509	37164516	21176488	30184053	1988310	22559357	12699515	24030477	3928115	34421706	87150337	4998011	31339474	49978172	51776139	141511054	26440291	59702054	29537034	18662001	16465236	50921233	1419232	16000065	14652955	47769853	27234079	63949695	29371574	174169941	41928960	87869664	86251392	60731646	14093502	174813126	7762979	21818087	34360413	36740398	16102345
m_1235	265489	963792	678410	173964	169565	301065	822595	156539	588618	43799	88539	122412	358550	445490	328267		264103	89106	194275	323231	1069865	178523	288788	223530	433733	297895	294896	314158	451776	275269	79596	314171	389315	458076	609517	353467	136898	95821	310613	278702	260424	280314	147224	77248	854630	112561	423326	401110
m_1239	37761325	92711597	76860771	318812312	162265537	105353836	66065506	10521773	83683234	45048900	96625074	4364971	26380652	28551457	25255444	12959053	98779942	33224758	38768276	53914877	69636669	102994015	71684772	45656087	26187487	67951883	26059600	20362847	69838742	8576457	54521218	51220824	81267345	74283533	48283727	54846430	95572221	98382552	104648830	92702968	106905531	29666748	53069310	28863737	23695721	67745024	23643778	62038811
m_1242	616686	654535	674350	139959	260317	773621	416844	47873	1676631	232925	392796	131727	742156	1141141	331524	166922	119154	427322	85641	252203	470468	292651	588710		201648	548150			281050	41635	235481	119736			391116	217790		459815	69273	775840	686272	324542	87101	384808	227163	314466	1372383	784131
m_1248	3603422	1404204	902022	3108826	5551887	31076493	1726486		1211927	185466	96782		3119235	11773141	246312	117434	399892	854103	378280	1010816	1936703	1170179	2688576	710026		559735		397746	275525		133676	1083373		252464	1094705	740623		252547	708325	415711		735400		690175	307538		822458	845546
m_1254	13164421	38086245	47981240	32248186	16084095	62045994	26095316	62040239	21120345	11991571	9692337	21747716	91380957	35245154	22498688	50863433	24969181	39498801	8777818	17521965	24893099	19906969	49834046	22856314	17207261	21070200	13447111	19573810	27463702	14546821	44587758	29598629	17911778	12315261	17216723	47387336	41826321	17500564	18013800	15269323	25463146	21119335	22214154	9900086	23435083	21620322	37747083	21143383
m_1256	69671284	244106675	188536789	82340184	101529586	126622204	81927733	311138295	134643085	91136307	58460293	58468390	275363764	134325186	94897657	74614582	73384470	247244531	170450936	72065141	116645645	117380328	133865335	67803892	109429749	196428654	182655961	68164395	120042474	30299729	135093652	69549055	64418899	152172916	114076427	141657634	415167792	51825499	67913776	128181853	55807617	138305151	270586298	81383090	162756073	125517700	188659205	176659493
m_1258	102892	145839		213646	222566	119352	185107					198107	132188	161440	176279	78351	165356	148123	106198		202821	122382	122310	249608	86859	394027		243221		139346			130427		47864	216296	71402	94050			250229	251114		139701	150416	157276	248256	215033
m_1259		92204	55146	370861	77166		217589		316310		114419		68879	207463		45209	91165	118624	62442	230628	94881		71672		43613	71892				275543	159928	91971	121787	122790		116408		93290	75549		159449	165823		70276	96133	326227	77881	152077
m_1268	11128561	9833439	5054862	8145560	7457081	8468539	7427159	2416434	8853232	3566737	2958286	6287732	8003020	7248616	5150194	5393365	10332906	3769147	4930410	5947152	9801303	3635529	5822233	1156270	4859130	3880044	1654413	4335333	3419687	7303692	8620586	9538037	8554098	4747100	6409598	4333322	2987284	3697172	5508954	5601255	25523094	7756726	5047926	4568114	12612849	7573462	8639952	7851371
m_1276	803887	603886	564439	653229	752823	471365	824190		442022	293093	565487		301542	441996	632552	385190	633933	793959	456684	481529	664871	356237	340556	552897	326449	521151	242192	609276	494087	489083	822644	453053	337773	372869	464841	528344	805036	294512	717794	4372914	1189903	242760		1504287	335876		442357	806126
m_1302	2337199	1246173	2231346	36182075	2020286	3876503	13817021	354935	1677047	17124089	2000786	392552	4962306	211742	5339628	142738		1577168	7389222	15435774	4441932	21369529	3248954	3122338	3306044	19430869	577443	252018	71146956			3636820	14536277	305850	13683109	1704180	83872190	5404904	97662266	8187396	24084348	185758	9705879	749271	42730905	10715398	1990141	
m_1310		48964		74523			67542		44197								65167				55462		39537	1581457								111227		38889		36517			137220									46012
m_1312					157555										69783	63716								3526606		59011		920987																	89036			
m_1442		4200519	3002118	2123668		4997795	1084057	1322464	1225952		1750389		3310173	1541260			3597915	2397467		1255269	2715631		3028858		3250206	2550189	1974461		3975994			794160	712096		742079	2156957		2024079	1884250		1062112	647960		3069925		4005827	2869867	
m_1489	1632478	1432703	1518440	10466617	3113414	2178160	6087444	368879	1109635	644915	777506	1080511	5791740	3910781	2968781	1471180	4416097	10300688	7596549	835821	1640881	1572599	1763000	1310660	1830101	2032191	1449422	1944470	1698608	575914	3464172	1348736	971332	925179	1817485	1832033	5173589	4076057	1710917	1623672	1023518	2706149	3714464	724788	18787823	1912165	2341677	1512138
m_1518	14988699	4869363	6483158	125295679	15104560	15747238	8440881	3508612	7254141	3586434	3007423	17046053	22752203	6902629	75531570	7414242	10139674	24749167	12752345	19540994	11973753	26238415	41620823	20342264	18567413	13509488	7790893	12339489	11513763	9141036	8597573	10968648	17583671	6260978	15386936	7933006	39574482	15282905	27510624	26572420	36596780	7931186	84215479	8261726	28837368	13843299	19372583	8970841
m_1526	181510	1662040	3790201	90427	553582	1330672	1425349	71596	724124	2030421	20731049	71960	1816718	2083234			4337909	645407	2884351	3620297	2947847	3140307	549917	421060	4239268	5038110	1069717	276709	7124447	13826062	3850871	3832741	20114086	1871152	3268091	4708103	445461	5825624	10465834	2933927		4882684	1154868	5953988	311934	2662566	1842955	1823289
m_1528			74935			590743			132530	534493	3025236		513281				226989									221701			817887			185558	169310			615175	187191									2539689		
m_1537	495294		4142302	97001	257052	1293364	537889	368461	993287	3228391	3909336	149144	5623393	696610		185389	685922	435707	324714	351662			427889	481227	236101	600839	302539	190440	9546631	103079	2111368	1109096	1725954	1115890	1312297	2555887	885857	1152797	144327	161137	288289	1543928	1057877	601133	169925	5047874	796179	1247935
m_1538	142278			2092910	263416	113882						381494			981625		113082	164965	1047372					285418													2555413	234879		331144	197233		537843					
m_1539	868457	1815534	21763327	372986	1133155	3203422	1252422	292607	1782427	2931889	4492794	402513	5207849	1346354	141978	839929	1917722	2007110	1944004	1532690	818501	598812	1766807	879612	1314961	1339518	972472	638608	12743083	618845	4940467	2095220	2398910	3382225	5021232	6203962	1360284	3227674	615949	3957459	487549	4116986	6956323	3912537	695785	4290452	1982502	3078163
m_1547	1434135	1367745	1845981	166014957	6027701	1772466	1567695	314956	2252100	306648	726783	1548828	2990871	741709	9707046	684108	1405792	4632366	4705949	5304210	1732767	1982756	7765981	1127464	4386074	1371097	882333	374521	969358		195286	966369	4435548	685795	1276678		15062139	4363453	10121739	4051946	8182256	1359047	9199745	2014428	3825762	2389416	1980935	
m_1628	2646134	2413331	22253598	1565892	7227500	2484312	2521724	897896	4725210	51779161	1490640	1095201	1133600	2655961	1885390	3524831	2397904	6026818	5430587	1398788	1652084	945976	3618063	7150822	1150268	5322438	721702	6769246	34392743	603291	11644090	4971632	2796674	2140665	1764245	687888	2112587	6133195	5064813	1902661	1904507	5250902	1509915	2365284	860150	3357834	1133474	2004575
m_1629	1431284	938846	3706118	743921	1148565			154983	1620308	12032153	665057		296252	260916	682699	1305707	480263	1454911	2334752	327248	517434		970514	5631276		2552117		7222878	3829004		1041883	663218	873822	346747		255764		703958	2338567	285347		868987	417140	231839		1393038	727808	458961
m_1648	586321	392006	534312	601350	1197698					1606521			248962	137528	453056	527514		998270	961355		341748		321697	1457658				1355750	1221956	150712	553123	656680			203548	492113	251616	1507960	1155446			552891			421626	1158475		
m_1668		363278	1642641		824643				1694427	3531747						134137		488266	5098935						401981			1986545	914883		343319		422135						564376							673730		
m_1748	208199		113338	292857	304710	139867	333849	121602	1073157	58119	99035	464223		92614	244322	65064	94696	305675	621312	375661	226410	311419	202517	1863381	45811	278900		179706	109945	327568	158735	280877	430380		185008	347245	525211	132872	310394		669096		114241	78738	2071009	242031	481683	427139
m_2029	8205310	16177090	13826909	13501703	9540191	35053951	30121408	2599035	41096836	4861726	10584323	9237599	13204352	46709570	6920483	8877893	41729961	8003719	7809245	11111412	8304654	9200366	10761307	50794049	8234943	15778278	7225483	41157095	16280678	48723351	39911079	46042666	14574673	21181545	8151279	29842996	12184879	52384681	22841959	4232442	7547238	50055610	3176064	8792609	16180733	20587308	32382109	111099418
m_2050	14299604	1741991	2162880	7065421	3770370	5120229	705550	582242	5847047	878453	1294122	1048854	2698804	1699001	5883866	3156277	1975136	467890108	2029337	324264	7212341	1781300	3060287	4212005	11122241	2353203	505779	3539342	3448841	553794	1165068	1107566	1885174	1567098	4132749	809906	6163110	1858807	4043948	5807425	6538526	629032	16336036	1173222	14948193	1483051	3111404	558627
m_2051	73688447	180431999	156284958	115459431	103836734	111932896	90316556	49047314	59188994	135167632	103665989	41734600	117593494	142982398	238202670	112116502	202548743	41054059	59110753	196024812	160501175	208275826	101961970	71047027	181808417	69060786	146634942	67524329	202951110	217027466	93728497	76025879	48932589	126971800	120941644	246385887	93938953	147762864	192054286	98566206	135181967	130255960	126020465	71381366	74585808	90307556	58499494	72478576
