otu_id	KMV_375MS_1	KMV_375MS_2	KMV_375MS_3	KMV_375MS_4	KMV_400FS_1	KMV_400FS_2	KMV_400FS_3	KMV_400FS_4	KMV_404MA_1	KMV_404MA_2	KMV_404MA_3	KMV_404MA_4	KMV_415FS_1	KMV_415FS_2	KMV_415FS_3	KMV_415FS_4	KMV_417FA_1	KMV_417FA_2	KMV_417FA_3	KMV_417FA_4	KMV_446MS_1	KMV_446MS_2	KMV_446MS_3	KMV_446MS_4	KMV_450FA_1	KMV_450FA_2	KMV_450FA_3	KMV_450FA_4	KMV_452MA_1	KMV_452MA_2	KMV_452MA_3	KMV_452MA_4
854a3b8cca2247ac1a95ce66f95c9ad8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	170	42	334	0	0	0	0	0	0	0	0
4b953d425126c6255566a37275d0976d	0	0	0	0	0	0	0	0	109	76	141	89	0	0	0	0	0	0	0	0	0	0	0	0	39	34	0	0	208	0	0	0
29585b562683a756500b475e24032c4b	307	0	0	103	0	0	0	0	125	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3a80b5b31c4926e10dab8c0614ff460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0
495e53a5ccc0d8c698adde1b6f1873a4	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	233	125	185	86	0	0	0	0	0	0	0	0
ffa7e2f8167657da5dced897bd9fd297	0	0	0	0	0	0	0	0	0	0	0	0	217	232	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a2069268a0e1983cebc506c2038d544f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	246	129	115	0	0	0	0	0	0	0	0	0	0	0	0
fa0bdcd59873bdf64a06b6993ab3ea52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	219	63	198
99fa45e3c72c7ecea620f76248d26256	0	0	0	0	0	0	0	0	114	112	142	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
e47fcd64e38b8364f44d8b3adbc02bc2	0	0	0	0	0	0	0	0	490	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a72f5439023544b13d6efb92dfb43c3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0
24e8d7b9c52e9a627711bfe6630d1c06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	145	144	140	0	0	0	0	0	0	0	0	0	0	0	0
3f854d7fac598e6bd408bca7ec751b05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	49	62	0	0	0	0	0	343	0	0	0
a9d2226cd100feae4a58a7a85d9164a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	108	124	124	0	0	0	0	0	0	0	0	0	0	0	0
268c626b7a9b08bd506060b31c847d85	0	0	0	0	0	0	0	0	63	133	168	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c54eee34f49b17c2cba8b52201853d78	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0
f50d58b260ba320c03fff038b0b4ea46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	199	146
16982445701a04b6ec3cbe8ab36ab696	0	0	0	0	79	98	0	0	0	0	0	0	0	0	0	0	72	60	57	82	0	0	0	0	0	0	0	0	0	0	0	0
1e46cd2f9b8aef72e857b34d402edf6f	0	0	0	0	0	0	0	0	0	128	63	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
5149f4464bc44402fe047d98b007829f	0	0	0	0	0	0	0	0	0	0	0	0	133	108	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5af38976315ba760dd98597f0befddb9	0	0	0	0	0	0	0	0	0	0	0	0	69	133	62	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a83b8d49d2fc61f955fd49fb5da2c7ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0
21580122297c44a1dc8054fe43fef94c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	107	124	52	0	0	0	0	0	0	0	0
cf4969a623dbce717102ca6f67b0b0a2	0	0	0	0	0	0	0	0	0	0	0	0	76	54	111	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c9f5cc93e8f2c6f9191191eb3051d146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0
29299f2d3046a84b16935c0ee7ff0fdd	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	161	0	0	0
d52fe13640f2f8fd9b1363f6f960e66b	0	0	0	0	0	0	0	0	0	110	153	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f74e086afdd1507fb6ac2177d283817c	0	0	0	0	0	0	0	0	110	60	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
085edf53531c58942449b3b0df7e220a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0
15258038f7ab36fa560d87ca53ec5cec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	74	91	0	0	0	0	0	0	0	0	0
d84709b2e24cfd3ff1832739fe738112	0	0	0	0	0	0	0	0	182	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
792a6758c6671fab4c56d947ea4b9d55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	105	0	93
22ab6b66843116b696cd5211f342cf69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
d030cd1d1186b0e26f04378b724c7d45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	82	68
085a19e00f13245a486129a7209d80ae	77	83	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe5362c145a06b0655b61f16e68aa796	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08edf8a2dfaf54ace5d99c300f17b90b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	54	40	49	0	0	0	0
fef50b6f669967c6751fb14077ee89d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0
0731dab1c7bdb8e990a727aa124c413b	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551f9a1c77d6be07ee02606bcb70314a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0
9987478160d37923d6a09eded9b9d280	0	0	0	0	0	0	0	0	134	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e04f7d3100b97871e3b6e28223813ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	112	0	0	0	0	0	0	0	0	0	0
7807d4feab49677af185ac6c3ed2f003	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ae8ac0c3734b98e3793e8bfbaa838602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	98	0	0	0	0	0
1a2c1ef503dcaac90e55c6875aa3c532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	47	40	0	0	0	0	0	0	0	0	0
9d0f5986a64baee8e468de4e6a292107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
8b20d5ecc039d5b324b0b6f6e6a3eab2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
d7d303eada48b8336c35d8196d4786c6	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0
94af128ec34a4a73e51378181701c3f9	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b843f3313bf51e76aa74a905c55ec93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	67	0	0	0	0	0	0
9a98def0613ae9afcfb6392b9cbfe333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
b92828415d3d2251b0e26e6e266d2b5e	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3574b0e4f2cfa113c7ceb05398606d19	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121424994603218347c9af9a59340a86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	42	0	0	0	0	0	0	0	0	0	0	0	0
22f9e2c3bbbde02c930d646d3156f586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0
f5a784f47b3e7f747c9bc608c085e790	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609301abbe02199707b55536323a898a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
a15c88800c526efb66179c2356960ba3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
1582c444135c33460163b1efecbb1bcb	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23749659e4bc7f5ca4d7fc20eb181040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
6e472fd4509af11a72c4535dbc6a128b	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5419e6eb1630c609502e03f4c789070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0
0f4507379787a059b47327756dc9281d	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bbc0f8ca581a1e8cedb6667f04a4d98	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741f34f4993a988fd8c8a6ed53471067	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415a3a37f07021678131dd562b709f44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
42bf400aaae183775b8e82fbe62ae0fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
